µₕ,µₚ,κₕ,κₚ,σₕ,σₚ,ι,cₕ,cₚ,ωₕ,ωₚ,W₀ₕ,W₀ₚ,sₕ,sₚ,γ,ρ₀ₕ,ρ₀ₚ
5e-13,5e-13,1.0,1.0,0.2,0.2,3.0,0.075,0.075,0.2,0.2,1.0,0.8,1e-4,1e-2,1.0,0.1,0.1
