,pretained,Nh,Np,pr_unhosted,pr_unparasitized,pprh_m,pprh_v,pntcorr,dsccorr,unocc_h,unocc_p,Nh_m,Np_m,Nh_stdv,Np_stdv,Nh_cv,Np_cv,Ncorr,rh_m,rp_m,rh_stdv,rp_stdv,rh_rp,Dzh_m,Dzp_m,Dzh_stdv,Dzp_stdv,Dzh_Dzp,DBzh_m,DBzp_m,DBzh_stdv,DBzp_stdv,DBzh_DBzp,Nh_DBzp
0,0.495,975,1005,0.0,0.7774358974358975,1.0,1.0505252626313157,,,0.005102040816326481,0.05102040816326525,4.974489795918367,5.127551020408164,2.2290304308003073,3.0832976223765356,0.44809227121729256,0.6013197353092546,0.5847218122650766,0.06568953339239604,0.07473054739699407,0.005217033663823322,0.004511390519805583,-0.14552370426769667,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.22659739664187262
0,0.6403382140647557,1361,1744,0.0,0.5569434239529758,1.1546666666666667,1.2584152956869719,-0.01632449282626038,-0.16785657147795618,0.010204081632653073,0.015306122448979553,6.9438775510204085,8.89795918367347,3.0402282750504996,4.604323043130767,0.43782861271851425,0.5174583236546045,0.6154191907764635,0.053166819078770626,0.04423132451882036,0.009189060015475441,0.011692350872830524,0.2620778189283703,-0.0006206191940759768,0.0023179615863404093,0.00975167264661704,0.01861566146795584,0.11622427569822083,0.0,0.00022984504198821676,0.0,0.00938197219198095,,0.1567626880873489
0,0.6814090019569472,1457,2025,0.0,0.4200411805078929,1.349425287356322,1.5356194947604394,0.006056376006176346,-0.06811481354999695,0.0,0.0,7.433673469387755,10.331632653061224,3.1753358434143633,5.3767991038187155,0.4271556796906075,0.520421049060972,0.6138930162622039,0.051388509608853786,0.03513083916697665,0.009767700613305516,0.012397353708809292,0.22477140358513753,6.091471508195357e-05,0.00045764185146468457,0.018941861311352563,0.03189883448244712,-0.09735321212105381,0.0,0.0013320674440099592,0.0,0.014469363050864081,,0.1411416815372481
0,0.6837121212121212,1587,2384,0.0,0.332703213610586,1.5365107127240927,1.6897206279473047,-0.00018395076522375212,-0.03004630295904808,0.0,0.0,8.096938775510203,12.16326530612245,3.1809998132060544,5.565818533671802,0.39286450118990973,0.4575924633387891,0.6673227678794825,0.04670738915296079,0.023869801953099606,0.010063128795782675,0.012178879429084953,0.3345407706495829,-0.0014719378217869189,0.000677212552100664,0.023199851697528154,0.034214649595184866,-0.008291189271897925,0.0,0.0011005208226175212,0.0,0.01416905122598571,,-0.004306605210093728
0,0.6974817221770918,1817,2476,0.0,0.36818932305998897,1.3772709702357944,1.467820391743954,0.015162752588897292,0.1092159540559011,0.0,0.0,9.270408163265307,12.63265306122449,3.5595075771127056,5.112855101031559,0.3839644937336765,0.4047332794031444,0.6668265341734366,0.03925164402394864,0.021371047191777518,0.012693415772818023,0.013023513988341487,0.6828231609204652,0.0004343855458827639,-0.00011968969591530036,0.02357554154082617,0.03739390394217292,0.08297912684647564,0.0,-0.0015102571893611011,0.0,0.01415246784245292,,-0.020133125398642527
0,0.6932835820895522,2008,2637,0.0,0.40836653386454186,1.3223455933379598,1.4854359402252815,-0.007369377001543767,-0.0551972826440028,0.0,0.0,10.244897959183673,13.454081632653061,4.2124631310623855,5.588718826943727,0.4111766801236193,0.41539207056540406,0.6084426979034383,0.03345992285947145,0.015466703906214312,0.01766667384963429,0.01414998246431148,0.5173691886705188,-0.0011692504317186612,-0.0018047364140240138,0.028607390358652354,0.0490254574363643,-0.06512974915385127,0.0,-8.052328674454212e-05,0.0,0.013339888579521784,,0.15736837712367915
0,0.7016272189349112,2142,2601,0.0,0.4407096171802054,1.2069866144302972,1.2432300739553206,-0.022604235271534302,-0.08390613360386952,0.0,0.0,10.928571428571429,13.270408163265307,4.054121043567574,5.277270257529923,0.37096532424801326,0.3976720378607708,0.6480844643134611,0.029550425292827146,0.01725258889167982,0.015277819563634913,0.015100139970718681,0.591172034043864,-0.00016019661946702424,-0.0037187199027083413,0.03134497378048819,0.037329434227205166,-0.024282913127246942,0.0,-0.0013269612725221498,0.0,0.012220320530666394,,0.12543671687266228
0,0.6910934105720492,2247,2525,0.0,0.4984423676012461,1.099756690997567,1.1619348358237902,0.012032784576399095,0.09500352604194831,0.0,0.0,11.464285714285714,12.88265306122449,3.963131370067141,4.954304536258403,0.34569370206193134,0.38457175806203836,0.6270154428674558,0.025724605227153967,0.018690175564825978,0.012594248286820446,0.013666817910425675,0.4714009294296149,-0.00015502094373820248,0.0037567830013010843,0.028563099320720656,0.059305829162768095,-0.008607054654604191,0.0,0.002284111246180374,0.0,0.013151559330341813,,0.1551945581091203
0,0.6927414690572585,2352,2439,0.0,0.5255102040816326,1.0299383621954799,1.0666313232695424,-0.036884299067745596,-0.11537232507244496,0.0,0.0,12.0,12.443877551020408,4.249886876322528,5.021177026718666,0.354157239693544,0.4035058209253213,0.6180924655121213,0.023015657249439415,0.022313598360517172,0.015388257900020557,0.011787465595826389,0.38647488661058893,0.0004866757260499219,0.009378543853821761,0.03536693122603685,0.05349381845956069,-0.01847707215873986,0.0,0.0023934585515882996,0.0,0.014105905562890804,,0.15156567327333303
0,0.6837560712358338,2420,2648,0.0,0.5371900826446281,1.0666666666666667,1.1760788690476194,-0.00609442938173415,0.03119839991479033,0.0,0.0,12.346938775510203,13.510204081632653,3.968083024401081,5.3373284356438075,0.32138193090190575,0.3950590533935749,0.6124379658820351,0.020787068847580744,0.016176967939682808,0.015035089726736641,0.013148122267605557,0.48116779517285124,-0.0004311504207095704,-0.0033911606440131395,0.03321755887851895,0.04883152668568819,0.04696798981579422,0.0,0.0007736658290375722,0.0,0.013917753968627435,,0.07517946075851073
0,0.6839435074729192,2385,2603,0.0,0.5249475890985325,1.0520540236353404,1.0699043078039578,0.0027420155587139245,-0.06041037092041298,0.0,0.0,12.168367346938776,13.28061224489796,3.7206588040505784,5.452624080827841,0.30576483253413556,0.410570234284386,0.600535739156279,0.021696274686548566,0.015746337831415314,0.011656554203843723,0.015595816189212162,0.4206565907929815,-0.0005215351486703746,0.006454602986474246,0.0336604285342951,0.06175907650207621,-0.06384301339724487,0.0,0.002001232782008875,0.0,0.01501177604524645,,-0.16527550592413073
0,0.6982556625878678,2519,2845,0.0,0.5077411671298134,1.095796943231441,1.1693626188713522,-0.02304856472157528,-0.16325119151083428,0.0,0.0,12.857142857142858,14.51530612244898,4.559577128390701,5.8943493504188265,0.35463377665261003,0.4060781977792935,0.7263110213131967,0.017859457935077802,0.009915605328412215,0.017090963398352137,0.016235870834162648,0.7310675110198145,-0.0026463184416446067,0.0024717083992669563,0.03973931925155261,0.0565656918022934,-0.13935841027418866,0.0,0.0011151103219948619,0.0,0.015219068913817394,,-0.06048605715524825
0,0.68496678866748,2380,2673,0.0,0.5046218487394958,1.1077142857142857,1.1627298411791123,0.03593555514643753,0.03891170538930029,0.0,0.0,12.142857142857142,13.637755102040817,4.398134802798766,5.6529005997805655,0.36219933670107485,0.41450374768312415,0.666471623476798,0.02196605278834955,0.014588470752199904,0.015911120444904447,0.013890553063668255,0.656536296137736,-0.0006277084163708925,-0.0012864741559910915,0.0425875099658034,0.0694689286679394,-0.07991004611251892,0.0,-0.000807790203765319,0.0,0.016458894514557808,,0.007417182601630859
0,0.6908571428571428,2352,2484,0.0,0.5233843537414966,1.0322299651567943,1.0797044652534404,-0.027967452878530877,-0.17226553331479014,0.0,0.0,12.0,12.673469387755102,4.398134802798766,5.032765483751721,0.36651123356656384,0.39711031997396834,0.5634478541163672,0.023077979920047946,0.020843097512161343,0.018213888102379665,0.01491120377815615,0.5821009729342032,0.0038059691164424826,-0.009667658405326811,0.037968964047447235,0.07268771155657479,0.00943211699943041,0.0,-0.000516955958216031,0.0,0.016931991362934842,,0.007596641906909149
0,0.6922317778091076,2374,2536,0.0,0.5151642796967144,1.0595238095238095,1.0905598661189715,0.022668944855799338,0.02529790848235138,0.0,0.005102040816326481,12.112244897959183,12.938775510204081,3.893143619529278,5.437413273636671,0.3214221353950036,0.42024171988674586,0.6781555910455648,0.022090205126434552,0.01836421583367462,0.015395756345154112,0.015543689218103545,0.7037537093145056,0.001525182613790214,0.0019306786587372294,0.05175353286085247,0.07285595366583356,-0.16792971384066965,0.0,0.00040477992123579346,0.0,0.016554412874647803,,0.05280537382412856
0,0.6982805676855895,2543,2574,0.0,0.5292961069602832,1.0115289596486412,1.0273244875603398,-0.02307255594668679,-0.04566029161835102,0.0,0.0,12.974489795918368,13.13265306122449,4.095571372417042,4.946146399695561,0.31566338536914673,0.37662964038085855,0.7054535378784139,0.01699095219506418,0.018130517829175755,0.01571251069958407,0.014177096938987345,0.7135276575185722,-0.003228609184670737,0.0019678825421226734,0.048725136261370885,0.060735613657721184,0.04020455686791924,0.0,6.73459735343161e-05,0.0,0.014542863707342885,,0.19345090482349908
0,0.6905055487053021,2412,2628,0.0,0.50787728026534,1.0836664762992576,1.1820867530546466,-0.004582551108870858,0.011726281324738092,0.0,0.0,12.306122448979592,13.408163265306122,4.202339185630214,5.192374556229751,0.3414836154160539,0.3872547233717775,0.5178730828837862,0.02129716016735747,0.015911419006516162,0.01661844679241179,0.013545131663652267,0.4050878109779193,0.003518923069885187,0.003756692233046077,0.04613037139369238,0.08787792391885767,-0.011997466339105645,0.0,-0.000178418756303523,0.0,0.016646267352694404,,0.11719670732003631
