vcf_label	x	y	z
tsk_335	54.71344707047034	58.04533506383795	4.0
tsk_336	29.791608681462055	96.14091713858794	2.0
tsk_337	57.738728618893255	85.5660463281934	-2.0
tsk_338	7.576808989001604	70.02715784880012	-2.0
tsk_339	65.70597629176885	20.146345598424492	6.0
tsk_340	55.85989273521873	11.58662881535491	2.0
tsk_341	12.497516584148219	4.625847097160174	-6.0
tsk_342	3.0470119809190113	79.55603595265387	6.0
tsk_343	93.66718776726658	67.35672635752333	0.0
tsk_344	89.39253762140689	1.9323489632528066	4.0
tsk_345	5.958274015390849	16.6993511818206	0.0
tsk_346	27.299466083143795	65.86870014227587	-4.0
tsk_347	87.17142958166878	46.11622481320435	4.0
tsk_348	88.18106729584281	8.939237835177442	2.0
tsk_349	39.09623206208333	66.03484831122044	-2.0
tsk_350	97.47327777074113	64.37425132867394	6.0
tsk_351	9.794259320672143	73.03637679048903	4.0
tsk_352	95.0511644420115	5.668525473768774	2.0
tsk_353	60.80999583410322	71.03502470058194	0.0
tsk_354	99.92212701724911	45.45381570952786	-4.0
tsk_355	93.31240376838608	7.040522370822647	2.0
tsk_356	72.50385998551558	2.751269068500245	4.0
tsk_357	26.95278999166774	82.17661825733067	10.0
tsk_358	94.07901661339112	48.12655158193793	8.0
tsk_359	23.254916997622324	76.37128128794065	0.0
tsk_360	54.19956571416296	97.13258696171862	6.0
tsk_361	19.682953136091065	47.02604517073241	0.0
tsk_362	5.20594510833351	41.419885103306854	0.0
tsk_363	95.33525188715814	59.33514730722667	-4.0
tsk_364	61.323793232708105	19.153006875687623	0.0
tsk_365	28.990987946726868	68.22406346526266	-2.0
tsk_366	61.29995441202197	84.73468110028303	-12.0
tsk_367	59.50547918425093	82.7312611255832	-10.0
tsk_368	23.00598568587733	91.87654080908602	0.0
tsk_369	78.53064672829541	63.29835837993121	0.0
tsk_370	48.224913752161726	8.205830617745153	-10.0
tsk_371	26.3880099430975	30.42005485167164	6.0
tsk_372	79.5854246074771	87.78527747222336	-6.0
tsk_373	83.83431761731316	69.03131764276482	0.0
tsk_374	26.22205071791816	88.24860703108043	0.0
