vcf_label	species	x	y	z
tsk_294	0	38.77101198210905	2.725456536078314	0.0
tsk_295	0	60.956680067809096	7.942854836796741	-10.0
tsk_296	0	62.79887652114006	31.719490749035618	-10.0
tsk_297	0	81.6866026598666	50.02347831124138	-6.0
tsk_298	0	50.601879012882634	22.2678604242477	-6.0
tsk_299	0	44.86547604031672	40.20233885446791	-2.0
tsk_300	0	47.68005261660734	60.50588406200351	-2.0
tsk_301	0	25.983512681522797	44.21702655418497	6.0
tsk_302	0	31.79863167172028	45.12826522016342	-4.0
tsk_303	0	38.9452404495808	87.03994462370315	-2.0
tsk_304	0	0.6138651290489217	9.406211860140964	0.0
tsk_305	0	98.81045658468172	36.252653810306995	6.0
tsk_306	0	34.579984602000806	51.18787341623579	0.0
tsk_307	0	68.38099727753765	27.47117252531168	2.0
tsk_308	0	21.18830313203752	85.17105362926192	2.0
tsk_309	0	1.0435578590884769	77.13706358258776	2.0
tsk_310	0	20.943319172559253	5.402500729360366	2.0
tsk_311	0	89.11464627309394	83.9338597012756	8.0
tsk_312	0	47.818582046836035	50.8106028203889	2.0
tsk_313	0	20.415336345211294	16.326225716821554	-2.0
tsk_314	0	20.89063210067387	51.919673340999914	-2.0
tsk_315	0	55.04951178726315	7.073471755887295	2.0
tsk_316	0	1.4599235512261985	74.79226833291887	0.0
tsk_317	0	18.700948318133022	73.542910147492	-2.0
tsk_318	0	54.290628221617574	40.777580664198304	6.0
tsk_319	0	54.79223629210821	44.46599160819593	4.0
tsk_320	0	60.083171210063384	50.65180690164068	0.0
tsk_321	0	88.58711996567385	28.415576762102624	-4.0
tsk_322	0	62.594657034017835	23.294820534049073	-4.0
tsk_323	0	55.65683878711564	3.377566827937762	4.0
tsk_324	0	53.191705236674046	5.188047693059636	4.0
tsk_325	0	38.42937546376616	37.56537343520474	-2.0
tsk_326	0	31.83203670055483	51.641929589385406	2.0
tsk_327	0	22.15510194515809	16.580953187357714	-6.0
tsk_328	0	34.26048419176036	3.5900277035375097	2.0
tsk_329	0	83.78389465711841	62.331476630112014	-2.0
tsk_330	0	32.07365310033802	3.0172754858432826	0.0
tsk_331	0	35.91808394262149	98.85077026317133	-4.0
tsk_332	0	6.633864938581509	23.635418053043175	4.0
tsk_333	0	16.84541266163118	69.3969580066262	0.0
tsk_334	0	66.58335446410595	99.77070345229008	0.0
tsk_335	0	96.44074010849951	48.27317739792856	2.0
tsk_336	0	35.67284812577224	45.65383867648601	-2.0
tsk_337	0	35.76603123568991	47.22037059214573	-2.0
tsk_338	0	27.52314860075517	9.719602801661715	4.0
tsk_339	0	8.283016655804103	22.019426227815195	-2.0
tsk_340	0	76.87782335315583	80.01588115290602	-2.0
tsk_341	0	50.06747944453809	21.008395486224785	-4.0
tsk_342	0	84.31727015229856	71.75602281885283	0.0
tsk_343	0	49.87886978990314	27.441138133983323	0.0
tsk_344	0	63.57090042766487	97.70640833969787	2.0
tsk_345	0	58.459318393938254	20.398295480396847	0.0
tsk_346	0	35.69297879468516	41.55021450136711	6.0
tsk_347	0	80.82957751867258	6.539495702183781	8.0
tsk_348	0	77.41792320556453	6.785605182035897	2.0
tsk_349	0	2.0976945178928235	75.63108246297193	0.0
tsk_350	0	63.08928153280597	19.961209461515978	0.0
tsk_351	0	34.441873251764285	86.05038785371251	-6.0
tsk_352	0	3.463222374836545	78.66187983773166	0.0
tsk_353	0	37.70750110492549	7.186866934713908	-2.0
tsk_354	0	24.723763935727398	35.239906487091005	6.0
tsk_355	0	31.455054122907313	36.207865297786405	-4.0
tsk_356	0	76.31659980381257	15.201884835681897	2.0
tsk_357	0	18.96946445643199	26.336380674119866	-2.0
tsk_358	0	84.62085805734183	96.19776963113316	2.0
tsk_359	0	32.61402725885344	73.18708480059328	0.0
tsk_360	0	85.89290877642865	17.30314532822156	-2.0
tsk_361	0	90.23507468662488	90.15282130207139	2.0
tsk_362	0	88.9015443629067	91.17577837412843	0.0
tsk_363	0	93.3870212937305	55.62484424699124	12.0
tsk_364	0	24.874647028168027	42.228088676078386	0.0
tsk_365	0	64.63804287059978	98.53390810981021	4.0
tsk_366	0	11.837954625171966	92.39212999338453	4.0
tsk_367	0	20.31584984910694	92.08583302761593	4.0
tsk_368	0	74.11546518218377	70.50642603322325	6.0
tsk_369	0	98.8965157174564	43.93674324835284	8.0
tsk_370	0	62.52220374584218	45.55875650073405	8.0
tsk_371	0	8.054570680219413	73.8431935410283	0.0
tsk_372	0	19.791655291248173	72.32045323894947	2.0
tsk_373	0	58.59937148652899	47.731838999036746	10.0
tsk_374	0	74.12856112018737	27.65997774098134	-4.0
tsk_375	0	41.05644051012242	58.04623864276633	-6.0
tsk_376	0	5.834256002292633	28.6638247619836	-4.0
tsk_377	0	65.77474239882956	12.70133108040983	-2.0
tsk_378	0	62.93477623798372	12.522626544632066	0.0
tsk_379	0	60.63821557505657	58.6842431010272	-8.0
tsk_380	0	88.53305855486238	62.904265426490944	-6.0
tsk_381	0	10.883477283703202	33.907718995066844	0.0
tsk_382	0	27.845257533842258	35.76943258597619	8.0
tsk_383	0	36.992847170973185	94.95498192105647	-14.0
tsk_384	0	6.445297228222079	59.89650139796627	-4.0
tsk_385	0	1.9456974118378267	80.05060304100128	8.0
tsk_386	0	30.862880417967055	62.351132685001105	-8.0
tsk_387	0	54.7607087540479	66.35326149152988	4.0
tsk_388	0	93.97814273655955	8.228277254227413	10.0
tsk_389	0	86.69586202815735	20.682448958461087	0.0
tsk_390	0	44.32459004207448	29.76563289059375	8.0
tsk_391	0	57.31516464432587	7.429665590367613	-2.0
tsk_392	0	69.09618613769898	66.22787105364887	0.0
tsk_393	0	85.79880148883396	14.382094467621027	-2.0
tsk_394	0	17.96591092891131	28.058816699300547	2.0
tsk_395	0	82.29658577899929	16.183503141098324	-2.0
tsk_396	0	72.1969381865877	51.355266138551194	0.0
tsk_397	0	17.5749272261773	38.26991029054139	4.0
tsk_398	0	99.08383582018884	3.9997724950237736	8.0
tsk_399	0	0.4809588888199843	2.2780195957374403	4.0
tsk_400	0	67.29948938549163	70.98930833938154	4.0
tsk_401	0	69.88466945304779	74.27333075893993	4.0
tsk_402	0	81.47817305008084	32.14196310376184	-14.0
tsk_403	0	54.77139789553123	15.142102355334373	-2.0
tsk_404	0	7.2763676943908475	28.12143171035064	6.0
tsk_405	0	33.14612993485774	92.25035566709239	0.0
tsk_406	0	1.3477638300554673	34.34317678558781	4.0
tsk_407	0	6.040362266241327	32.20841615436373	0.0
tsk_408	0	92.41384626017496	45.18087854896181	0.0
tsk_409	0	7.382161391523569	99.84488878163305	6.0
tsk_410	0	7.354889306795101	91.75194536861761	6.0
tsk_411	0	11.262067399545153	43.872434165741794	4.0
tsk_412	0	13.080905368963796	98.9133375228827	-4.0
tsk_413	0	91.92702739409503	94.12841724337339	0.0
tsk_414	0	85.00950012620892	64.50650679374888	-4.0
tsk_415	0	9.240695754089092	58.9389134395072	12.0
tsk_416	0	78.91440486169135	84.38618085324754	6.0
tsk_417	0	32.42097465677052	26.06657678957507	8.0
tsk_418	0	53.52015760488437	54.77409014067069	6.0
tsk_419	0	55.97776763593911	80.58603273927092	-8.0
tsk_420	0	53.48677290860542	79.72233588137782	-2.0
tsk_421	0	16.920310222070828	75.60889687316998	0.0
tsk_422	0	4.98067227869644	3.51642569933213	6.0
tsk_423	0	19.727580899927357	63.61303032140524	-6.0
tsk_424	0	83.21001932191469	80.49414602616356	2.0
tsk_425	0	55.54993087270579	32.47090849804949	6.0
tsk_426	0	19.575635208129025	56.908075903164395	6.0
tsk_427	0	70.86911099309414	27.922324200286724	-4.0
tsk_428	0	82.91236663515697	88.64439890096497	2.0
tsk_429	0	13.82110082262195	77.36136178064345	2.0
tsk_430	0	76.50905250333366	26.169460774447426	-2.0
tsk_431	0	66.08974792417337	2.836242402947233	4.0
tsk_432	0	34.61361044110592	22.058436369856047	2.0
tsk_433	0	62.31198144329939	85.91526672329697	-12.0
tsk_434	0	16.454977221641293	39.273640090136716	4.0
tsk_435	0	83.67388403643038	78.48333064270787	8.0
tsk_436	0	51.33061322998362	45.49525389183152	0.0
tsk_437	0	73.5277532896412	97.7808618568476	2.0
tsk_438	0	7.9180158613317415	57.71887323174336	-2.0
tsk_439	0	45.13448689072474	47.61558145837704	6.0
tsk_440	0	84.27041178380257	49.701188238638586	-6.0
tsk_441	0	18.990702736603193	96.44224112746862	4.0
tsk_442	0	9.73553787718988	17.47333378300132	2.0
tsk_443	0	71.86660203499382	58.11358805672791	8.0
tsk_444	0	61.438846976784255	67.31504072343279	0.0
tsk_445	0	60.26612318551676	90.29327872411085	-6.0
tsk_446	0	69.4276075066008	47.8240969969593	4.0
tsk_447	0	35.45675012450609	25.2898152621778	6.0
tsk_448	0	41.82439706445324	53.28894596539981	-10.0
tsk_449	0	48.13038162523941	99.87713195577852	-10.0
tsk_450	0	81.02661883122204	95.0101580199757	-2.0
tsk_451	0	15.454033332881801	9.522603025862503	2.0
tsk_452	0	8.9954693902368	82.58930818341584	8.0
tsk_453	0	22.66152245207047	28.35813912377591	6.0
tsk_454	0	0.9150564386040401	82.85037214068683	8.0
tsk_455	0	13.464767115564605	56.038457977181366	4.0
tsk_456	0	52.710966316356995	55.653761289170184	-6.0
tsk_457	0	19.329756467826016	33.46376641173329	8.0
tsk_458	0	99.00022045458861	39.04134957111109	6.0
tsk_459	0	5.428926827824809	23.636954795481433	2.0
tsk_460	0	40.83361302604723	47.05576029870533	-4.0
tsk_461	0	66.01334257880688	16.078747667928067	-10.0
tsk_462	0	54.105268888823815	22.307751651283116	-2.0
tsk_463	0	17.824098099896172	77.34988202332512	0.0
tsk_464	0	20.357743894404727	78.82932501040844	0.0
tsk_465	0	94.8803139616315	4.857015660468877	2.0
tsk_466	0	33.88854799346551	62.304081660733274	0.0
tsk_467	0	64.22125120448604	92.71928143766755	-8.0
tsk_468	0	38.53667265584959	63.88478752868866	-6.0
tsk_469	0	18.030658663277116	95.08283136464328	2.0
tsk_470	0	9.528954143981144	10.943782452621358	-2.0
tsk_471	0	89.98403763025293	60.40060271232515	6.0
tsk_472	0	65.26799377136092	69.18957772681935	-4.0
tsk_473	0	86.86816742430337	53.17403187650498	2.0
tsk_474	0	34.63896651527808	58.142020699580904	-8.0
tsk_475	0	76.91096620985111	39.17292429875386	-6.0
tsk_476	0	55.52592136245752	14.467992090696002	-2.0
tsk_477	0	84.36858513911702	46.26560130534243	10.0
tsk_478	0	37.093223695952325	82.1313583285336	4.0
tsk_479	0	47.886619165286604	57.9477964275407	-4.0
tsk_480	0	39.3703225411281	90.63324807789613	-4.0
tsk_481	0	33.28538024726281	37.313577293332195	6.0
tsk_482	0	30.98270590530602	42.06719889079869	-2.0
tsk_483	0	67.27528764896628	29.622232544245417	-4.0
tsk_484	0	42.38168379991824	47.661296249498854	-6.0
tsk_485	0	85.40040769948223	36.30476058978496	2.0
tsk_486	0	87.53498448427264	69.9246229845906	2.0
tsk_487	0	1.452486546746311	93.46762588854492	10.0
tsk_488	0	71.7119155423442	54.63976406377578	2.0
tsk_489	0	40.69320480177405	83.96493945223062	-2.0
