,pretained,Nh,Np,pr_unhosted,pr_unparasitized,pprh_m,pprh_v,pntcorr,dsccorr,unocc_h,unocc_p,Nh_m,Np_m,Nh_stdv,Np_stdv,Nh_cv,Np_cv,Ncorr,rh_m,rp_m,rh_stdv,rp_stdv,rh_rp,zh_m,zh_stdv,zp_m,zp_stdv,zcorr,vh_m,vh_stdv,vp_m,vp_stdv,vcorr,Dzh_m,Dzp_m,Dzh_stdv,Dzp_stdv,Dzh_Dzp,DBzh_m,DBzp_m,DBzh_stdv,DBzp_stdv,DBzh_DBzp,Nh_DBzp
0,0.50725,1006,1023,0.0,0.7584493041749503,1.0,1.0875437718859429,,,0.005102040816326481,0.030612244897959218,5.13265306122449,5.219387755102041,2.0958457327357083,2.745220860322873,0.40833574912147,0.5259660690354674,0.47622330211712444,0.0651947416356439,0.07454940304504754,0.004292338516614816,0.00443103771784589,-0.14131606811732575,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.2628743381327005
0,0.6666666666666666,1545,1501,0.0,0.6174757281553398,0.9401273885350319,1.0155301451926249,-0.024049005960628783,0.10460922793091267,0.0,0.0,7.88265306122449,7.658163265306122,3.1068996999714824,3.7293685027921284,0.39414391015819455,0.48697949803281626,0.4603559044034383,0.048168518340435326,0.05248135710038016,0.009539280975292405,0.009305976147803097,0.12438366625737472,-0.16738647848171884,3.335821070671258,-0.28318924658230454,3.0615500283626345,0.10460922793091267,46.681838339914734,31.082813769778106,54.967985426675,36.72849132776215,-0.019692114822797237,-0.00028252295841415853,-0.0017109317723595786,0.010711565492445634,0.025280249287509274,-0.003989051833093668,0.0,-0.0011491325883025544,0.0,0.011738634975092746,,0.15753261735277377
0,0.7069649945867917,2038,1880,0.0,0.5868498527968596,0.9142758382302109,0.9566875545923555,0.010208479519283603,-0.11274407270902709,0.0,0.0,10.39795918367347,9.591836734693878,3.9216422408210763,4.2855433421341464,0.3771549947011437,0.446790688860794,0.663923177026966,0.03284011963967077,0.04098302027469429,0.015267128376990187,0.010928076463573112,0.6828131398746937,-1.6888117739927517,4.194925350744048,-1.0379108446417682,3.7367539158507506,-0.11274407270902709,98.51348739712175,55.28419878226954,96.36088059014683,53.93618445315724,0.07918724130975771,-0.00078603711158495,-0.004224322995239582,0.015142745394788921,0.03402653830357804,-0.06913892333768652,0.0,-0.0025018891331865475,0.0,0.013807210391496603,,0.19229814149001706
0,0.6935895255908859,2037,2042,0.0,0.5675012272950417,0.9784656796769852,1.0160288803430924,-0.008397468650399129,0.008562474794478019,0.0,0.0,10.392857142857142,10.418367346938776,3.6477952596616845,4.777991143991009,0.3509906091770693,0.45861227434977364,0.6466584242856,0.032893690075903176,0.03496389523425925,0.01266678227091107,0.013741290312253455,0.5537726250490697,-0.9587921722263191,4.29322414536941,0.014616136987479865,4.385497085630067,0.008562474794478019,155.62676396238825,87.85469342459821,139.28530165238647,72.85041831655232,0.07239553780656874,-0.0012112730028019433,-0.000765668906223722,0.019545339900498507,0.03505581420560467,-0.03899460717748204,0.0,0.0002090223104877939,0.0,0.01343957100029235,,0.12532813001125964
0,0.7056902985074627,2237,2302,0.0,0.5167635225748771,1.0296623540549068,1.0748774427774113,-0.022250482637452624,-0.0658160982327056,0.0,0.0,11.41326530612245,11.744897959183673,4.144520949215056,5.235600471505306,0.3631319204497769,0.4457765822828149,0.6713427549489523,0.027212140408090023,0.027248951064498837,0.014533143153321375,0.012360398868956778,0.5608844159593318,-1.1560092537445767,5.075459210779427,-0.601928507323104,4.972394417134286,-0.0658160982327056,196.5253338034589,98.59628941837383,194.10215110279157,103.85085682834308,0.014914234173264308,-0.0007621988332827283,0.002249464152929744,0.023079228543334877,0.04351596313462113,0.1311431456110343,0.0,2.4052061846246334e-05,0.0,0.01324210705877545,,0.16247702661741462
0,0.6901199822248556,2274,2385,0.0,0.5312225153913809,1.0158256195879367,1.013190335173787,0.01626687272099368,0.07470575630905137,0.0,0.0,11.60204081632653,12.168367346938776,4.116856644847245,4.73364600495872,0.3548390072075902,0.3890124180175719,0.6305430230483119,0.025502388443232472,0.024028561286451467,0.015239904841110458,0.01212852658275434,0.5704137736688881,-1.3855936551363635,5.7416593165126395,-0.5675120899740911,5.682721175643136,0.07470575630905137,249.65008261280028,114.19715321488974,237.66765578866145,108.67833635339885,-0.014530992620655266,-0.0024385837053485277,0.0009749042536664873,0.023433581357700264,0.04395760728087039,0.1652345109566452,0.0,-0.0013428054245807116,0.0,0.011585801252326925,,-0.01492293312112672
0,0.6987509184423218,2319,2436,0.0,0.538163001293661,1.0432432432432432,1.1756602502171742,-0.005622712307975254,-0.04608859965107996,0.0,0.0,11.831632653061224,12.428571428571429,4.084645342888991,5.379924696832637,0.3452309129824245,0.4328675043428558,0.6658223282846233,0.02416083466212127,0.022344437885943064,0.015619008482297775,0.012697572480486065,0.6727076139489149,-2.651569303306173,7.168965857366626,-2.367751992568013,5.262822705721063,-0.04608859965107996,307.6343721519089,158.8473009324948,289.4709875001663,156.71507837716183,-0.03547702396816079,-0.0010882708812335856,0.0007748765832973006,0.026445819347741,0.04444140736667677,-0.050421369744163544,0.0,0.0009701349038231997,0.0,0.013473374755837833,,0.15253992704369945
0,0.6619187264348555,2302,2438,0.0,0.5612510860121633,1.0419161676646707,1.137147268497802,-0.03769226327014023,-0.007585300886173383,0.0,0.0,11.744897959183673,12.438775510204081,3.7942229351794774,5.043536257440321,0.3230528650283135,0.4054688705735451,0.5959779932245188,0.024386885168512,0.02089380870895741,0.013358807191600647,0.011906602159447168,0.09713166193683638,-2.0408159994173283,7.7618252112207085,-5.0518507976686156,6.065611799012816,-0.007585300886173383,346.57253181371823,155.88348486088955,333.9041722254712,160.0984640515652,0.13235099389288044,-0.00015523065409180493,0.00479826093554157,0.031072062196459232,0.04039000827784525,0.005453657319059317,0.0,0.0028590009498675557,0.0,0.014544134120816715,,-0.271795058088684
0,0.6715387738530247,2367,2595,0.0,0.5487959442332065,1.045970645250623,1.1197697708832122,0.0023353519250165094,-0.10384936565773671,0.0,0.0,12.076530612244898,13.239795918367347,3.911752208092893,5.137958085803195,0.3239135753215915,0.38806928123985596,0.6331415408901112,0.022313578041197456,0.017420131360535072,0.014392071214627104,0.011998938701122596,0.5247554012864275,-0.47464343376546225,8.445058980167873,-4.758540488166148,6.641140866194374,-0.10384936565773671,412.4836356892706,211.07866762230876,415.7331094635478,183.53565457972684,0.047246117278727226,0.00020835741667336744,0.002295753234889758,0.02736773316058908,0.05219894404832045,0.19039665756408236,0.0,0.001569698429403568,0.0,0.01402141817861756,,0.09183175145287281
0,0.6761433868974042,2301,2622,0.0,0.5167318557149065,1.1070911722141823,1.1622397991548212,0.012880320145188251,0.14420706213596096,0.0,0.0,11.739795918367347,13.377551020408163,3.680669944478639,5.378047126496705,0.3135207775392495,0.40202030388762555,0.6332284818373622,0.024466434778816933,0.015704615568099073,0.01042872906748617,0.01292500042138047,0.587790596686226,-2.527402227040033,7.796816929661565,-5.091728056312603,6.463834776102041,0.14420706213596096,415.35662619733506,196.2316763053618,454.574259746367,207.9000708695264,0.11123076633245334,0.0017034509970897639,0.007916609308023287,0.028214022393004735,0.05450403410370443,-0.13116411104814046,0.0,0.002386547457475755,0.0,0.011549326053243485,,-0.05267164086719652
0,0.6641382216603455,2394,2334,0.0,0.5718462823725982,0.9946733950098122,1.0552155901584932,-0.002143033387876989,-0.024690203532476102,0.0,0.0,12.214285714285714,11.908163265306122,4.221434924348926,4.951222039661346,0.34561455520985357,0.41578385594414047,0.5159441076554745,0.021417347363572686,0.02506867246629315,0.014967479686282122,0.012057099550093958,0.09145631210632127,-3.03230644997314,7.529714774866553,-8.019757029343447,7.160592795853928,-0.024690203532476102,477.3481771662541,217.94110089588986,500.8574161176511,248.8929837864656,0.022608626315999844,-0.003929389821013381,0.008691025061692127,0.040399502964804324,0.05325260380332975,0.051168378556754844,0.0,0.0033518484291466984,0.0,0.015362595368992834,,0.05689757495743198
0,0.6945583038869257,2470,2444,0.0,0.5344129554655871,0.9937993235625705,1.0329471624241264,0.03794041289543702,0.19806001858660796,0.0,0.0,12.60204081632653,12.46938775510204,4.104381138692996,4.480622854212955,0.32569178266551707,0.35932981973229916,0.580190302788513,0.01946945167772308,0.02224958772109298,0.013860915859556275,0.012656075279491601,0.5368183228970794,-3.801211206810025,7.9763899183983655,-8.586131937134722,7.587238773737308,0.19806001858660796,567.376956002855,282.8418327742187,533.5445486632498,238.83708496903745,0.04874373575707868,-0.004385002216201316,0.005358311266956224,0.03885972446204553,0.05795842965637113,-0.13087341925817841,0.0,0.0022463327940531637,0.0,0.01214080112028546,,0.014221614886916886
0,0.6952712100139082,2414,2585,0.0,0.4892294946147473,1.0578133943903836,1.011829858097092,0.02278392130547618,-0.0163622086630801,0.0,0.0,12.316326530612244,13.188775510204081,4.106522488583405,5.157029211455703,0.33342104712607595,0.39101652821869165,0.6434747534506664,0.021045446005480868,0.017036820630245315,0.016686487404675387,0.01456079288535579,0.6019556337267393,-3.7707358752880933,8.470874503321802,-8.697069660947061,8.625662943683018,-0.0163622086630801,598.771493537435,264.43678819994074,594.5677513698043,326.7298623875156,0.04670954882706343,0.002479758477258612,0.0054048211102075815,0.04083379373771328,0.0618444340792607,-0.0672339298904558,0.0,0.0037109051340650104,0.0,0.016509116994667745,,0.1823641236674934
