µₕ,µₚ,κₕ,κₚ,σₕ,σₚ,ι,cₕ,cₚ,ωₕ,ωₚ,W₀ₕ,W₀ₚ,sₕ,sₚ,γ,ρ₀ₕ,ρ₀ₚ
5e-12,5e-12,1.0,1.0,1.0,0.2,3.0,0.5,0.051,1.0,0.2,1.0,0.8,0.01,0.01,1.0,0.1,0.1
