µₕ,µₚ,κₕ,κₚ,σₕ,σₚ,ι,cₕ,cₚ,ωₕ,ωₚ,W₀ₕ,W₀ₚ,sₕ,sₚ,γ,ρ₀ₕ,ρ₀ₚ
5e-13,5e-13,1.0,1.0,0.2,0.2,5.0,0.22,0.22,0.5,0.5,1.0,0.96,2e-4,1e-1,0.5,0.1,0.1
