Bₕ,Bₚ,LAₕ,LAₚ
0.009,0.079,8546.018260728175,-75015.04917750288
0.009,0.081,8774.825042471171,-78973.42538224054
0.009,0.083,9002.859013084928,-83026.36645400545
0.009,0.085,9230.124095137257,-87173.39423185187
0.009,0.087,9456.624184606528,-91414.03378452978
0.009,0.089,9682.363151107169,-95747.8133831709
0.009,0.091,9907.344838113046,-100174.26447425413
0.009,0.093,10131.573063178523,-104692.92165284474
0.009,0.095,10355.051636951886,-109303.32283449214
0.009,0.097,10577.78428968429,-114005.00845548626
0.009,0.099,10799.774779839234,-118797.52257823158
0.011,0.001,-1569.2458738978366,142.65871580889424
0.011,0.003,-1246.3674675898253,339.9184002517706
0.011,0.005,-924.6635064595199,420.30159384523637
0.011,0.007,-604.1275696087199,384.4448170237309
0.011,0.009,-284.75327503810735,232.97995230390603
0.011,0.011,33.465802434991566,-33.465802434991566
0.011,0.013,350.53574490085504,-414.26951670101045
0.011,0.015,666.4629705833821,-908.813141704612
0.011,0.017,981.2535918238424,-1516.4828237277566
0.011,0.019,1294.9137462417505,-2236.6691980539326
0.011,0.021,1607.4495425083362,-3068.767308425006
0.011,0.023,1918.8670263364613,-4012.1765096126014
0.011,0.025,2229.1714526392493,-5066.298755998294
0.011,0.027,2538.3702161993147,-6230.545076125592
0.011,0.029,2846.4685869230693,-7504.326274615365
0.011,0.031,3153.47239156151,-8887.058558036984
0.011,0.033,3459.387588269876,-10378.16276480963
0.011,0.035,3764.219924215528,-11977.063395231227
0.011,0.037,4067.975160245366,-13683.189175370779
0.011,0.039,4370.6590160504065,-15495.972875087808
0.011,0.041,4672.277170745337,-17414.851272778076
0.011,0.043,4972.835263850305,-19439.265122323915
0.011,0.045,5272.3388946466475,-21568.65911446356
0.011,0.047,5570.793622915216,-23802.481843365014
0.011,0.049,5868.204969285091,-26140.18577226995
0.011,0.051,6164.578415578857,-28581.227199501973
0.011,0.053,6459.919405154053,-31125.066224833165
0.011,0.055,6754.233343240978,-33771.16671620489
0.011,0.057,7047.525597276994,-36518.99627679897
0.011,0.059,7339.801497237386,-39368.02621245507
0.011,0.061,7631.066335962543,-42317.73149942865
0.011,0.063,7921.32536948202,-45367.59075248794
0.011,0.065,8210.58381733472,-48517.086193341536
0.011,0.067,8498.846862886281,-51765.703619398264
0.011,0.069,8786.11965364274,-55112.93237284992
0.011,0.071,9072.407301561057,-58558.26531007592
0.011,0.073,9357.71488335655,-62101.198771366195
0.011,0.075,9642.047440806859,-65741.23255095586
0.011,0.077,9925.409981052993,-69477.86986737096
0.011,0.079,10207.807476897166,-73310.61733407965
0.011,0.081,10489.244867097565,-77238.98493044572
0.011,0.083,10769.72705665999,-81262.48597297992
0.011,0.085,11049.258917126826,-85380.63708688912
0.011,0.087,11327.845286862454,-89592.95817791214
0.011,0.089,11605.49097133636,-93898.97240444872
0.011,0.091,11882.200743402922,-98298.20614996963
0.011,0.093,12157.97934357861,-102790.18899571006
0.011,0.095,12432.83148031605,-107374.45369363863
0.011,0.097,12706.761830275602,-112050.53613970305
0.011,0.099,12979.77503859389,-116817.97534734504
0.013,0.001,-2229.527309018279,171.5021006937138
0.013,0.003,-1845.2458479826582,425.82596491907503
0.013,0.005,-1462.3694050262563,562.4497711639448
0.013,0.007,-1080.890260165285,582.017832396692
0.013,0.009,-700.800749078509,485.16974936204474
0.013,0.011,-322.09314093187436,272.5403500192783
0.013,0.013,55.23994585908703,-55.23994585908703
0.013,0.015,431.2059739064624,-497.54535450745664
0.013,0.017,805.8125936121984,-1053.7549301082595
0.013,0.019,1179.0670707351392,-1723.2518726128956
0.013,0.021,1550.9767513149632,-2505.4239828934024
0.013,0.023,1921.5489032657442,-3399.663444239394
0.013,0.025,2290.7907654158403,-4405.366856568924
0.013,0.027,2658.7094969470427,-5521.935109043858
0.013,0.029,3025.312231280453,-6748.773439010242
0.013,0.031,3390.604879045793,-8085.288557724583
0.013,0.033,3754.5966653721007,-9530.899227483025
0.013,0.035,4117.293525127343,-11085.021029189002
0.013,0.037,4478.702296351811,-12747.07576653977
0.013,0.039,4838.8300183270085,-14516.490054981025
0.013,0.041,5197.683435249766,-16392.69391117234
0.013,0.043,5555.269323184385,-18375.121607456043
0.013,0.045,5911.594410076706,-20463.21141949629
0.013,0.047,6266.665375454118,-22656.405588180274
0.013,0.049,6620.488852799382,-24954.150291320748
0.013,0.051,6973.071428408844,-27355.895603757777
0.013,0.053,7324.419641987055,-29861.095463485686
0.013,0.055,7674.539987213613,-32469.207638211443
0.013,0.057,8023.43891214856,-35179.6936917283
0.013,0.059,8371.122819633534,-37992.018950644495
0.013,0.061,8717.598067688778,-40905.65247146272
0.013,0.063,9062.870969905653,-43920.06700800432
0.013,0.065,9406.947795835411,-47034.73897917706
0.013,0.067,9749.834771373668,-50249.148437079675
0.013,0.069,10091.538079140772,-53562.77903543949
0.013,0.071,10432.063858858448,-56975.11799838075
0.013,0.073,10771.418207722207,-60485.656089517004
0.013,0.075,11109.607180770074,-64093.88758136581
0.013,0.077,11446.636791247403,-67799.31022508079
0.013,0.079,11782.513010967967,-71601.42522049765
0.013,0.081,12117.241770671148,-75499.73718648945
0.013,0.083,12450.828960375604,-79493.75413162886
0.013,0.085,12783.280429729144,-83582.9874251521
0.013,0.087,13114.601988355065,-87766.95176822235
0.013,0.089,13444.799406194903,-92045.16516548819
0.013,0.091,13773.878413847704,-96417.14889693393
0.013,0.093,14101.844702905566,-100882.42749001674
0.013,0.095,14428.703926286324,-105440.52869209237
0.013,0.097,14754.461698561923,-110090.9834431159
0.013,0.099,15079.123596284393,-114833.32584862731
0.015,0.001,-3006.7346815069673,200.44897876713117
0.015,0.003,-2560.2004437052906,512.0400887410582
0.015,0.005,-2115.307221878712,705.102407292904
0.015,0.007,-1672.04595373922,780.2881117449695
0.015,0.009,-1230.4076434290414,738.2445860574248
0.015,0.011,-790.3833396648638,579.6144490875668
0.015,0.013,-351.96410821908086,305.0355604565367
0.015,0.015,84.85881531232772,-84.85881531232772
0.015,0.017,520.0939691187244,-589.4398316678877
0.015,0.019,953.7501703526091,-1208.083549113305
0.015,0.021,1385.8361542667785,-1940.1706159734904
0.015,0.023,1816.36028205429,-2785.0857658165783
0.015,0.025,2245.3311209975736,-3742.2185349959564
0.015,0.027,2672.75705785705,-4810.96270414269
0.015,0.029,3098.6464531653305,-5990.716476119639
0.015,0.031,3523.0076218588015,-7280.88241850819
0.015,0.033,3945.848776219602,-8680.867307683126
0.015,0.035,4367.178110260801,-10190.082257275204
0.015,0.037,4787.002103551668,-11807.938522094117
0.015,0.039,5205.331961443393,-13533.863099752823
0.015,0.041,5622.174191558942,-15367.276123594442
0.015,0.043,6037.536626897647,-17307.604997106588
0.015,0.045,6451.427386727387,-19354.28216018216
0.015,0.047,6863.8541960278635,-21506.743147553974
0.015,0.049,7274.824835028484,-23764.42779442638
0.015,0.051,7684.347028747063,-26126.779897740013
0.015,0.053,8092.42844712457,-28593.24717984015
0.015,0.055,8499.076705720721,-31163.281254309313
0.015,0.057,8904.299367611191,-33836.33759692252
0.015,0.059,9308.103941820262,-36611.87550449303
0.015,0.061,9710.49788456084,-39489.358063880754
0.015,0.063,10111.488599699165,-42468.2521187365
0.015,0.065,10511.08343921511,-45548.02823659882
0.015,0.067,10909.289703656917,-48728.160676334235
0.015,0.069,11306.11464259165,-52008.1273559216
0.015,0.071,11701.56545505076,-55387.4098205736
0.015,0.073,12095.649289970706,-58865.49321119077
0.015,0.075,12488.37324662967,-62441.86623314835
0.015,0.077,12879.744375078728,-66116.02112540414
0.015,0.079,13269.769676569404,-69887.45362993219
0.015,0.081,13658.45610397616,-73755.66296147127
0.015,0.083,14045.810562214925,-77720.15177758926
0.015,0.085,14431.839908656886,-81780.4261490557
0.015,0.087,14816.550953538359,-85935.99553052249
0.015,0.089,15199.950460366,-90186.37273150493
0.015,0.091,15582.045146318376,-94531.07388766481
0.015,0.093,15962.841682642777,-98969.61843238522
0.015,0.095,16342.346695048534,-103501.52906864072
0.015,0.097,16720.566764095667,-108126.33174115198
0.015,0.099,17097.508425580247,-112843.55560882964
0.017,0.001,-3901.498476662711,229.49991039192415
0.017,0.003,-3391.8537269745398,598.5624224072717
0.017,0.005,-2884.0914909175376,848.2622032110405
0.017,0.007,-2378.2013202441804,979.2593671593684
0.017,0.009,-1874.1728448993317,992.209153181999
0.017,0.011,-1371.9957706435903,887.7619692399701
0.017,0.013,-871.6598569950443,666.5634200550338
0.017,0.015,-373.1547734963089,329.2542119085078
0.017,0.017,123.5292917168954,-123.5292917168954
0.017,0.019,618.4024503836164,-691.1556798405123
0.017,0.021,1111.474055652077,-1372.9973628643302
0.017,0.023,1602.7548203771266,-2168.4329922749357
0.017,0.025,2092.254244405631,-3076.844477067105
0.017,0.027,2579.9818440396157,-4097.618222886448
0.017,0.029,3065.9474027461206,-5230.145569390441
0.017,0.031,3550.1604336605465,-6473.8219672633495
0.017,0.033,4032.630432254539,-7828.047309670575
0.017,0.035,4513.3668253028545,-9292.225816799995
0.017,0.037,4992.378992519462,-10865.766042542356
0.017,0.039,5469.6761850420025,-12548.080659802241
0.017,0.041,5945.267646352926,-14338.586676498233
0.017,0.043,6419.162534606818,-16236.705234593712
0.017,0.045,6891.367577689951,-18241.85535270869
0.017,0.047,7361.896370811232,-20353.478201654583
0.017,0.049,7830.7556743643945,-22571.001649638547
0.017,0.051,8297.954230795203,-24893.86269238561
0.017,0.053,8763.50118460579,-27321.503693182753
0.017,0.055,9227.405156935161,-29853.369625378462
0.017,0.057,9689.674858534907,-32488.90981979351
0.017,0.059,10150.318938499717,-35227.57749244019
0.017,0.061,10609.345983570167,-38068.82970575177
0.017,0.063,11066.764522055115,-41012.12734643954
0.017,0.065,11522.583021583408,-44056.9350825248
0.017,0.067,11976.80989002585,-47202.72133127835
0.017,0.069,12429.453476269358,-50448.958227210926
0.017,0.071,12880.522070734976,-53795.121589540184
0.017,0.073,13330.02390588991,-57240.690889997844
0.017,0.075,13777.967156754752,-60785.14922097684
0.017,0.077,14224.35994140493,-64427.98326401056
0.017,0.079,14669.210321467104,-68168.68325858242
0.017,0.081,15112.526302610433,-72006.74297126147
0.017,0.083,15554.315835032337,-75941.65966515787
0.017,0.085,15994.586813939746,-79972.93406969873
0.017,0.087,16433.347080024887,-84100.07035071558
0.017,0.089,16870.60441993632,-88322.57608084308
0.017,0.091,17306.366566744942,-92639.96221022292
0.017,0.093,17740.64120040545,-97051.74303751216
0.017,0.095,18173.435948212842,-101557.4361811894
0.017,0.097,18604.75838525406,-106156.56255115551
0.017,0.099,19034.616034855168,-110848.64632062714
0.019,0.001,-4914.453835349713,258.65546501840595
0.019,0.003,-4340.832647098011,685.3946284891597
0.019,0.005,-3769.3411412913783,991.9318792872048
0.019,0.007,-3199.9673438876157,1178.9353372217531
0.019,0.009,-2632.6994672311475,1247.0681686884382
0.019,0.011,-2067.5258096504263,1196.9886266397205
0.019,0.013,-1504.4347156377546,1029.3500685942531
0.019,0.015,-943.4144190423519,744.8008571386989
0.019,0.017,-384.454115724377,343.9852614376005
0.019,0.019,172.45825599266288,-172.45825599266288
0.019,0.021,727.333628389726,-803.8950629570655
0.019,0.023,1280.182587803276,-1549.694711551334
0.019,0.025,1831.0172946812993,-2409.233282475394
0.019,0.027,2379.8483334198963,-3381.889736965116
0.019,0.029,2926.6868006003983,-4467.048274600608
0.019,0.031,3471.543268561041,-5664.096911862751
0.019,0.033,4014.4287506043124,-6972.428882628543
0.019,0.035,4555.353884786751,-8391.441366712437
0.019,0.037,5094.329304602877,-9920.536014226655
0.019,0.039,5631.365566543771,-11559.118794484582
0.019,0.041,6166.473150796554,-13306.59995698204
0.019,0.043,6699.6624901390605,-15162.394056630505
0.019,0.045,7230.943859929296,-17125.9196682536
0.019,0.047,7760.3275416254155,-19196.59970823129
0.019,0.049,8287.823717032048,-21373.86116497739
0.019,0.051,8813.439470889638,-23657.127000809025
0.019,0.053,9337.19070834126,-26045.84776537299
0.019,0.055,9859.08455060816,-28539.455278076253
0.019,0.057,10379.130693865418,-31137.392081596256
0.019,0.059,10897.339352880226,-33839.10641157544
0.019,0.061,11413.720088619615,-36644.04870556824
0.019,0.063,11928.28258588522,-39551.67383740888
0.019,0.065,12441.036460983825,-42561.44052441835
0.019,0.067,12951.991261644484,-45672.81129106213
0.019,0.069,13461.156468460997,-48885.2524380952
0.019,0.071,13968.54149698395,-52198.23401504528
0.019,0.073,14474.155695538146,-55611.22977759393
0.019,0.075,14978.008346920386,-59123.71715889626
0.019,0.077,15480.108668974051,-62735.17723742116
0.019,0.079,15980.465815157742,-66445.09470512957
0.019,0.081,16479.08887510814,-70252.95783598733
0.019,0.083,16975.98687519646,-74158.25845480559
0.019,0.085,17471.168779079682,-78160.49190640911
0.019,0.087,17964.643488245405,-82259.1570251237
0.019,0.089,18456.41984255157,-86453.75610458368
0.019,0.091,18946.50662076016,-90743.79486785128
0.019,0.093,19434.912541065518,-95128.78243784702
0.019,0.095,19921.646261617287,-99608.23130808644
0.019,0.097,20406.716381037484,-104181.65731371767
0.019,0.099,20890.13143893302,-108848.57960286153
0.021,0.001,-6046.240238177368,287.9162018179699
0.021,0.003,-5407.768671067439,772.5383815810626
0.021,0.005,-4771.679536814351,1136.1141754319883
0.021,0.007,-4137.959361733385,1379.3197872444616
0.021,0.009,-3506.5948961250406,1502.8263840535885
0.021,0.011,-2877.5729869685915,1507.3001360311669
0.021,0.013,-2250.8805834402333,1393.402265939192
0.021,0.015,-1626.5046725677598,1161.789051834114
0.021,0.017,-1004.4321512650364,813.1117415002675
0.021,0.019,-384.6508843210678,348.01746676668034
0.021,0.021,232.8525890568844,-232.8525890568844
0.021,0.023,848.0909517002576,-928.8615185288535
0.021,0.025,1461.074234185515,-1739.3740883160892
0.021,0.027,2071.817566099566,-2663.7654421280135
0.021,0.029,2680.3326381563747,-3701.411738406422
0.021,0.031,3286.6314167950873,-4851.693996221319
0.021,0.033,3890.7261825258597,-6113.9982868263505
0.021,0.035,4492.628857448081,-7487.7147624134695
0.021,0.037,5092.351155065459,-8972.237749401045
0.021,0.039,5689.905276972786,-10566.966942949459
0.021,0.041,6285.302867127648,-12271.305597725408
0.021,0.043,6878.555614305048,-14084.661495957953
0.021,0.045,7469.67512271631,-16006.446691534948
0.021,0.047,8058.672912774888,-18036.077471448556
0.021,0.049,8645.560458262362,-20172.974402612177
0.021,0.051,9230.349043767217,-22416.561963434666
0.021,0.053,9813.049976891209,-24766.26898929686
0.021,0.055,10393.674450349912,-27221.528322345006
0.021,0.057,10972.229811879912,-29781.76663224547
0.021,0.059,11548.734426653058,-32446.444341549064
0.021,0.061,12123.195682913598,-35214.9969837014
0.021,0.063,12695.624213148674,-38086.872639446025
0.021,0.065,13266.031300507704,-41061.52545395242
0.021,0.067,13834.427428468116,-44138.41131939828
0.021,0.069,14400.823243882007,-47316.990658469455
0.021,0.071,14965.229318369777,-50596.72769544067
0.021,0.073,15527.656148985385,-53977.090422663474
0.021,0.075,16088.114156723525,-57457.550559726864
0.021,0.077,16646.613693392024,-61037.583542437416
0.021,0.079,17203.165036379985,-64716.66847019138
0.021,0.081,17757.778390985924,-68494.28807951714
0.021,0.083,18310.463891162693,-72369.92871269066
0.021,0.085,18861.231600141633,-76343.08028628756
0.021,0.087,19410.09151104944,-80413.23626006195
0.021,0.089,19957.053547519674,-84579.8936061548
0.021,0.091,20502.1275642969,-88842.5527786199
0.021,0.093,21045.32334783517,-93200.71768327004
0.021,0.095,21586.650616889685,-97653.89564783427
0.021,0.097,22126.119023103067,-102201.59739242845
