Bₕ,Bₚ,LAₕ,LAₚ
0.017,0.071,-2.4978693353519017e-17,1.0432277812352058e-16
0.017,0.073,-2.5908129034125104e-17,1.1125255408771366e-16
0.017,0.075,-2.6838065690327906e-17,1.1840323098674074e-16
0.017,0.077,-2.776850289636913e-17,1.2577498370708368e-16
0.017,0.079,-2.869944022697278e-17,1.333679869371088e-16
0.017,0.081,-2.963087725734451e-17,1.4118241516734737e-16
0.017,0.083,-3.056281356317089e-17,1.492184426907755e-16
0.017,0.085,-3.1495248720618764e-17,1.5747624360309382e-16
0.017,0.087,-3.242818230633456e-17,1.6595599180300626e-16
0.017,0.089,-3.336161389744363e-17,1.7465786099249897e-16
0.017,0.091,-3.429554307154953e-17,1.8358202467711807e-16
0.017,0.093,-3.5229969406733403e-17,1.927286561662474e-16
0.017,0.095,-3.6164892481553226e-17,2.0209792857338568e-16
0.017,0.097,-3.7100311875043215e-17,2.1169001481642304e-16
0.017,0.099,-3.8036227166713114e-17,2.2150508761791752e-16
0.019,0.001,9.109877753651484e-18,-4.794672501921834e-19
0.019,0.003,8.088338911165375e-18,-1.277106143868217e-18
0.019,0.005,7.06622214580543e-18,-1.8595321436330077e-18
0.019,0.007,6.043527953784759e-18,-2.2265629303417533e-18
0.019,0.009,5.020256830748568e-18,-2.3780163935124795e-18
0.019,0.011,3.996409271774959e-18,-2.3137106310276075e-18
0.019,0.013,2.971985771375744e-18,-2.0334639488360354e-18
0.019,0.015,1.9469868234972577e-18,-1.5370948606557297e-18
0.019,0.017,9.21412921521163e-19,-8.244220876768301e-19
0.019,0.019,-1.0473544173474065e-19,1.0473544173474065e-19
0.019,0.021,-1.1314577740157173e-18,1.2505585923331614e-18
0.019,0.023,-2.158753583629282e-18,2.613228022288078e-18
0.019,0.025,-3.1866223794444062e-18,4.1929241834794825e-18
0.019,0.027,-4.2150636708907084e-18,5.989827321792059e-18
0.019,0.029,-5.2440769679576704e-18,8.004117477409076e-18
0.019,0.031,-6.273661781193814e-18,1.0235974485105697e-17
0.019,0.033,-7.30381762170592e-18,1.2685577974541864e-17
0.019,0.035,-8.334544001158245e-18,1.5353107370554662e-17
0.019,0.037,-9.365840431771683e-18,1.823874189345012e-17
0.019,0.039,-1.0397706426323039e-17,2.134266055929466e-17
0.019,0.041,-1.1430141498144164e-17,2.466504218020583e-17
0.019,0.043,-1.2463145161121228e-17,2.8206065364642775e-17
0.019,0.045,-1.3496716929693891e-17,3.196590851769606e-17
0.019,0.047,-1.4530856318854527e-17,3.5944749841376995e-17
0.019,0.049,-1.556556284414744e-17,4.014276733490656e-17
0.019,0.051,-1.660083602166809e-17,4.4560138795003815e-17
0.019,0.053,-1.7636675368062277e-17,4.919704181617372e-17
0.019,0.055,-1.8673080400525396e-17,5.405365379099457e-17
0.019,0.057,-1.971005063680164e-17,5.913015191040492e-17
0.019,0.059,-2.0747585595183192e-17,6.442671316398991e-17
0.019,0.061,-2.1785684794509514e-17,6.994351434026738e-17
0.019,0.063,-2.2824347754166516e-17,7.568073202697319e-17
0.019,0.065,-2.386357399408578e-17,8.16385426113461e-17
0.019,0.067,-2.490336303474384e-17,8.781712228041248e-17
0.019,0.069,-2.5943714397161296e-17,9.421664702126998e-17
0.019,0.071,-2.6984627602902195e-17,1.0083729262137135e-16
0.019,0.073,-2.8026102174073164e-17,1.0767923466880741e-16
0.019,0.075,-2.906813763332263e-17,1.1474264855258934e-16
0.019,0.077,-3.011073350384009e-17,1.220277094629309e-16
0.019,0.079,-3.115388930935537e-17,1.2953459239153024e-16
0.019,0.081,-3.219760457413777e-17,1.3726347213185052e-16
0.019,0.083,-3.3241878822995407e-17,1.45214523279401e-16
0.019,0.085,-3.4286711581274383e-17,1.53387920232017e-16
0.019,0.087,-3.533210237485802e-17,1.6178383719013934e-16
0.019,0.089,-3.637805073016617e-17,1.7040244815709416e-16
0.019,0.091,-3.742455617415437e-17,1.7924392693937094e-16
0.019,0.093,-3.8471618234313144e-17,1.8830844714690118e-16
0.019,0.095,-3.9519236438667223e-17,1.9759618219333613e-16
0.019,0.097,-4.056741031577479e-17,2.0710730529632396e-16
0.019,0.099,-4.1616139394726716e-17,2.1684198947778658e-16
0.021,0.001,1.1207227402618555e-17,-5.336774953627884e-19
0.021,0.003,1.0075207287626465e-17,-1.4393153268037806e-18
0.021,0.005,8.94254729657307e-18,-2.1291779277554925e-18
0.021,0.007,7.809247979022697e-18,-2.6030826596742323e-18
0.021,0.009,6.67530988391052e-18,-2.860847093104508e-18
0.021,0.011,5.5407335595434514e-18,-2.9022890073799027e-18
0.021,0.013,4.405519553601066e-18,-2.7272263903244694e-18
0.021,0.015,3.26966841313647e-18,-2.3354774379546213e-18
0.021,0.017,2.133180684577213e-18,-1.7268605541815534e-18
0.021,0.019,9.96056913726178e-19,-9.011943505141611e-19
0.021,0.021,-1.417023542375296e-19,1.417023542375296e-19
0.021,0.023,-1.280096574757685e-18,1.4020105342584168e-18
0.021,0.025,-2.41912520390006e-18,2.8799109570238813e-18
0.021,0.027,-3.5587876983515294e-18,4.575584183594823e-18
0.021,0.029,-4.6990835154191995e-18,6.4892105689122274e-18
0.021,0.031,-5.840012113029498e-18,8.620970262091164e-18
0.021,0.033,-6.98157294972731e-18,1.0971043206714344e-17
0.021,0.035,-8.123765484675097e-18,1.3539609141125162e-17
0.021,0.037,-9.266589177652003e-18,1.6326847598720195e-17
0.021,0.039,-1.041004348905299e-17,1.9332937908241265e-17
0.021,0.041,-1.155412787988795e-17,2.255805919406695e-17
0.021,0.043,-1.2698841811780836e-17,2.6002390376503615e-17
0.021,0.045,-1.3844184746968796e-17,2.9666110172075987e-17
0.021,0.047,-1.4990156148301264e-17,3.354939709381711e-17
0.021,0.049,-1.6136755479239124e-17,3.765242945155795e-17
0.021,0.051,-1.728398220385386e-17,4.197538535221651e-17
0.021,0.053,-1.843183578682662e-17,4.651844270008622e-17
0.021,0.055,-1.9580315693447397e-17,5.1281779197124135e-17
0.021,0.057,-2.072942138961419e-17,5.626557234323852e-17
0.021,0.059,-2.1879152341832035e-17,6.146999943657571e-17
0.021,0.061,-2.3029508017212262e-17,6.689523757380704e-17
0.021,0.063,-2.4180487883471604e-17,7.254146365041481e-17
0.021,0.065,-2.5332091408931258e-17,7.84088543609777e-17
0.021,0.067,-2.6484318062516146e-17,8.449758619945627e-17
0.021,0.069,-2.763716731375392e-17,9.080783545947717e-17
0.021,0.071,-2.8790638632774275e-17,9.733977823461777e-17
0.021,0.073,-2.994473149030797e-17,1.040935904186896e-16
0.021,0.075,-3.109944535768601e-17,1.1106944770602145e-16
0.021,0.077,-3.225477970683878e-17,1.1826752559174217e-16
0.021,0.079,-3.3410734010295257e-17,1.2568799937206311e-16
0.021,0.081,-3.4567307741182085e-17,1.3333104414455948e-16
0.021,0.083,-3.572450037322276e-17,1.4119683480845186e-16
0.021,0.085,-3.6882311380736825e-17,1.4928554606488715e-16
0.021,0.087,-3.804074023863893e-17,1.575973524172184e-16
0.021,0.089,-3.919978642243812e-17,1.6613242817128534e-16
0.021,0.091,-4.0359449408236865e-17,1.7489094743569306e-16
0.021,0.093,-4.151972867273032e-17,1.8387308412209142e-16
0.021,0.095,-4.2680623693205426e-17,1.930790119454531e-16
0.021,0.097,-4.3842133947540063e-17,2.0250890442435172e-16
0.021,0.099,-4.50042589142023e-17,2.121629348812394e-16
0.023,0.001,1.3525811011686236e-17,-5.88078739638532e-19
0.023,0.003,1.2282734120872415e-17,-1.602095754896402e-18
0.023,0.005,1.1038955182842219e-17,-2.399772865835265e-18
0.023,0.007,9.794474800728986e-18,-2.9809271132653436e-18
0.023,0.009,8.549293576975396e-18,-3.3453757475121116e-18
0.023,0.011,7.303412113334424e-18,-3.4929362281164636e-18
0.023,0.013,6.056831010870357e-18,-3.4234262235354193e-18
0.023,0.015,4.809550869959755e-18,-3.136663610843318e-18
0.023,0.017,3.56157229029245e-18,-2.63246647543355e-18
0.023,0.019,2.312895870872526e-18,-1.9106531107207823e-18
0.023,0.021,1.0635222100192854e-18,-9.710420178436955e-19
0.023,0.023,-1.8654809463175537e-19,1.8654809463175537e-19
0.023,0.025,-1.4373144461278983e-18,1.5622983110085852e-18
0.023,0.027,-2.6887762481982855e-18,3.1563895087545092e-18
0.023,0.029,-3.940932905252941e-18,4.9690023587971865e-18
0.023,0.031,-5.193783822381766e-18,7.000317325818902e-18
0.023,0.033,-6.4473284053536e-18,9.250514668550818e-18
0.023,0.035,-7.70156606061524e-18,1.1719774440066672e-17
0.023,0.037,-8.956496195290472e-18,1.4408276488075977e-17
0.023,0.039,-1.0212118217179125e-17,1.7316200455216777e-17
0.023,0.041,-1.1468431534756067e-17,2.0443725779347776e-17
0.023,0.043,-1.2725435557170296e-17,2.3791031693840117e-17
0.023,0.045,-1.3983129694243927e-17,2.7358297227868552e-17
0.023,0.047,-1.524151335647128e-17,3.114570120670218e-17
0.023,0.049,-1.6500585955017888e-17,3.515342225199463e-17
0.023,0.051,-1.7760346901719563e-17,3.9381638782073814e-17
0.023,0.053,-1.9020795609081444e-17,4.383052901223115e-17
0.023,0.055,-2.028193149027702e-17,4.8500270955010265e-17
0.023,0.057,-2.1543753959147207e-17,5.339104242049526e-17
0.023,0.059,-2.2806262430199395e-17,5.850302101659844e-17
0.023,0.061,-2.406945631860647e-17,6.38363841493476e-17
0.023,0.063,-2.533333504020595e-17,6.939130902317282e-17
0.023,0.065,-2.659789801149892e-17,7.51679726411926e-17
0.023,0.067,-2.7863144649649195e-17,8.116655180549984e-17
0.023,0.069,-2.912907437248232e-17,8.738722311744696e-17
0.023,0.071,-3.039568659848466e-17,9.383016297793091e-17
0.023,0.073,-3.166298074680248e-17,1.0049554758767742e-16
0.023,0.075,-3.293095623724092e-17,1.0738355294752474e-16
0.023,0.077,-3.4199612490263184e-17,1.144943548587072e-16
0.023,0.079,-3.546894892698953e-17,1.2182812892313795e-16
0.023,0.081,-3.673896496919633e-17,1.2938505054369144e-16
0.023,0.083,-3.8009660039315194e-17,1.3716529492448528e-16
0.023,0.085,-3.9281033560432015e-17,1.4516903707116183e-16
0.023,0.087,-4.0553084956286006e-17,1.533964517911688e-16
0.023,0.089,-4.182581365126889e-17,1.6184771369404047e-16
0.023,0.091,-4.3099219070423823e-17,1.7052299719167686e-16
0.023,0.093,-4.4373300639444583e-17,1.7942247649862375e-16
0.023,0.095,-4.564805778467462e-17,1.885463256323517e-16
0.023,0.097,-4.6923489933106087e-17,1.9789471841353437e-16
0.023,0.099,-4.8199596512379055e-17,2.0746782846632724e-16
0.025,0.001,1.6066803293174644e-17,-6.426721317269858e-19
0.025,0.003,1.4712090529054976e-17,-1.7654508634865973e-18
0.025,0.005,1.335661332731579e-17,-2.6713226654631577e-18
0.025,0.007,1.2000372344878547e-17,-3.360104256565993e-18
0.025,0.009,1.0643368237912231e-17,-3.831612565648403e-18
0.025,0.011,9.285601661834421e-18,-4.085664731207145e-18
0.025,0.013,7.927073271312359e-18,-4.122078101082427e-18
0.025,0.015,6.567783720264014e-18,-3.940670232158408e-18
0.025,0.017,5.207733661859182e-18,-3.541258890064243e-18
0.025,0.019,3.846923748520529e-18,-2.9236620488756016e-18
0.025,0.021,2.4853546319246687e-18,-2.0876978908167218e-18
0.025,0.023,1.1230269630032311e-18,-1.0331848059629726e-18
0.025,0.025,-2.400586080560747e-19,2.400586080560747e-19
0.025,0.027,-1.6039014318083978e-18,1.7322135463530695e-18
0.025,0.029,-2.9685008595506986e-18,3.4434609970788103e-18
0.025,0.031,-4.333856243320662e-18,5.37398174171762e-18
0.025,0.033,-5.699966935895656e-18,7.523956355382265e-18
0.025,0.035,-7.066832290791691e-18,9.893565207108368e-18
0.025,0.037,-8.43445166226233e-18,1.2482988460148247e-17
0.025,0.039,-9.802824405297684e-18,1.5292406072264386e-17
0.025,0.041,-1.1171949875623323e-17,1.8321997796022248e-17
0.025,0.043,-1.2541827429699237e-17,2.1571943179082686e-17
0.025,0.045,-1.391245642471882e-17,2.504242156449387e-17
0.025,0.047,-1.5283836218607753e-17,2.8733612090982576e-17
0.025,0.049,-1.6655966170023058e-17,3.2645693693245196e-17
0.025,0.051,-1.802884563835199e-17,3.677884510223805e-17
0.025,0.053,-1.9402473983711013e-17,4.113324484546734e-17
0.025,0.055,-2.0776850566944748e-17,4.5709071247278444e-17
0.025,0.057,-2.215197474962501e-17,5.0506502429145026e-17
0.025,0.059,-2.3527845894049643e-17,5.552571630995716e-17
0.025,0.061,-2.4904463363241626e-17,6.076689060630956e-17
0.025,0.063,-2.6281826520947972e-17,6.623020283278889e-17
0.025,0.065,-2.7659934731638668e-17,7.191583030226054e-17
0.025,0.067,-2.903878736050576e-17,7.782395012615543e-17
0.025,0.069,-3.0418383773462164e-17,8.395473921475558e-17
0.025,0.071,-3.1798723337140816e-17,9.030837427747991e-17
0.025,0.073,-3.3179805418893555e-17,9.688503182316917e-17
0.025,0.075,-3.4561629386790066e-17,1.0368488816037019e-16
0.025,0.077,-3.5944194609616984e-17,1.1070811939762031e-16
0.025,0.079,-3.732750045687679e-17,1.1795490144373063e-16
0.025,0.081,-3.8711546298786773e-17,1.2542541000806915e-16
0.025,0.083,-4.009633150627809e-17,1.3311982060084324e-16
0.025,0.085,-4.148185545099474e-17,1.4103830853338213e-16
0.025,0.087,-4.2868117505292493e-17,1.4918104891841786e-16
0.025,0.089,-4.4255117042237995e-17,1.5754821667036725e-16
0.025,0.091,-4.564285343560764e-17,1.661399865056118e-16
0.025,0.093,-4.703132605988662e-17,1.749565329427782e-16
0.025,0.095,-4.842053429026799e-17,1.8399803030301835e-16
0.025,0.097,-4.981047750265148e-17,1.9326465271028775e-16
0.025,0.099,-5.1201155073642723e-17,2.0275657409162518e-16
0.027,0.001,1.8831388403242663e-17,-6.974588297497283e-19
0.027,0.003,1.736445704461452e-17,-1.92938411606828e-18
0.027,0.005,1.5896698637424717e-17,-2.943833081004577e-18
0.027,0.007,1.4428113892603247e-17,-3.740622120304546e-18
0.027,0.009,1.2958703520265525e-17,-4.319567840088508e-18
0.027,0.011,1.1488468229713538e-17,-4.680487056549959e-18
0.027,0.013,1.0017408729437027e-17,-4.8231967956548645e-18
0.027,0.015,8.54552572711462e-18,-4.747514292841456e-18
0.027,0.017,7.072819929615036e-18,-4.453256992720579e-18
0.027,0.019,5.599292042998213e-18,-3.94024254877652e-18
0.027,0.021,4.124942772516459e-18,-3.208288823068357e-18
0.027,0.023,2.649772822615631e-18,-2.257213885931834e-18
0.027,0.025,1.1737828969362713e-18,-1.0868360156817328e-18
0.027,0.027,-3.0302630168523435e-19,3.0302630168523435e-19
0.027,0.029,-1.7806540712155274e-18,1.9125543727870482e-18
0.027,0.031,-3.259099710423098e-18,3.741929297152446e-18
0.027,0.033,-4.738362518877159e-18,5.7913319675165275e-18
0.027,0.035,-6.218441796946512e-18,8.06094307011585e-18
0.027,0.037,-7.699336845798381e-18,1.0550943084982966e-17
0.027,0.039,-9.181046967397312e-18,1.3261512286240562e-17
0.027,0.041,-1.0663571464503991e-17,1.6192830742394952e-17
0.027,0.043,-1.2146909640674148e-17,1.93450783166292e-17
0.027,0.045,-1.3631060800257404e-17,2.2718434667095673e-17
0.027,0.047,-1.5116024248396127e-17,2.6313079247208074e-17
0.027,0.049,-1.660179929102434e-17,3.012919130593306e-17
0.027,0.051,-1.8088385234866574e-17,3.4166949888081305e-17
0.027,0.053,-1.9575781387436734e-17,3.8426533834598033e-17
0.027,0.055,-2.1063987057036982e-17,4.290812178285311e-17
0.027,0.057,-2.2553001552756634e-17,4.761189216693067e-17
0.027,0.059,-2.4042824184471003e-17,5.253802321791811e-17
0.027,0.061,-2.5533454262840314e-17,5.768669296419478e-17
0.027,0.063,-2.702489109930859e-17,6.305807923172005e-17
0.027,0.065,-2.8517134006102513e-17,6.865235964432087e-17
0.027,0.067,-3.0010182296230336e-17,7.446971162397898e-17
0.027,0.069,-3.150403528348073e-17,8.051031239111743e-17
0.027,0.071,-3.299869228242175e-17,8.67743389648868e-17
0.027,0.073,-3.449415260839968e-17,9.326196816345099e-17
0.027,0.075,-3.599041557753791e-17,9.997337660427198e-17
0.027,0.077,-3.7487480506735875e-17,1.0690874070439491e-16
0.027,0.079,-3.8985346713667966e-17,1.140682366807322e-16
0.027,0.081,-4.048401351678239e-17,1.2145204055034717e-16
0.027,0.083,-4.198348023530004e-17,1.2906032813073717e-16
0.027,0.085,-4.348374618921351e-17,1.3689327504011663e-16
0.027,0.087,-4.4984810699285906e-17,1.4495105669769903e-16
0.027,0.089,-4.648667308704983e-17,1.5323384832397907e-16
0.027,0.091,-4.79893326748062e-17,1.6174182494101348e-16
0.027,0.093,-4.949278878562326e-17,1.7047516137270235e-16
0.027,0.095,-5.0997040743335397e-17,1.79434032245069e-16
0.027,0.097,-5.2502087872542154e-17,1.8861861198654035e-16
0.027,0.099,-5.400792949860707e-17,1.9802907482822594e-16
0.029,0.001,2.182076003883841e-17,-7.524400013392554e-19
0.029,0.003,2.0241023710926235e-17,-2.093899004578576e-18
0.029,0.005,1.8660397501669803e-17,-3.2173099140810003e-18
0.029,0.007,1.707888217622933e-17,-4.1224888011588044e-18
0.029,0.009,1.5496478498888085e-17,-4.809251947930784e-18
0.029,0.011,1.391318723305359e-17,-5.277415847020326e-18
0.029,0.013,1.232900914125891e-17,-5.526797201253993e-18
0.029,0.015,1.0743944985163916e-17,-5.557212923360646e-18
0.029,0.017,9.157995525556491e-18,-5.3684801356710465e-18
0.029,0.019,7.571161522353822e-18,-4.960416169818021e-18
0.029,0.021,5.983443734603612e-18,-4.3328385664370984e-18
0.029,0.023,4.394842920485339e-18,-3.485565074867683e-18
0.029,0.025,2.8053598373115014e-18,-2.4184136528547424e-18
0.029,0.027,1.2149952415288485e-18,-1.1312024662509968e-18
0.029,0.029,-3.762501112803965e-19,3.762501112803965e-19
0.029,0.031,-1.9683754663972644e-18,2.104125498562593e-18
0.029,0.033,-3.561380069964835e-18,4.052604907201364e-18
0.029,0.035,-5.155263168987011e-18,6.221869341880875e-18
0.029,0.037,-6.7500240113272616e-18,8.612099600658918e-18
0.029,0.039,-8.345661845707438e-18,1.1223476275261727e-17
0.029,0.041,-9.942175921706508e-18,1.4056179751378167e-17
0.029,0.043,-1.153956548975936e-17,1.7110390208953532e-17
0.029,0.045,-1.3137829801155577e-17,2.038628762248279e-17
0.029,0.047,-1.4736968108038197e-17,2.3884051761303284e-17
0.029,0.049,-1.6336979663402536e-17,2.7603862189887043e-17
0.029,0.051,-1.793786372109496e-17,3.1545898268132514e-17
0.029,0.053,-1.9539619535811647e-17,3.571033915165577e-17
0.029,0.055,-2.1142246363097403e-17,4.009736379208128e-17
0.029,0.057,-2.2745743459344488e-17,4.470715093733227e-17
0.029,0.059,-2.43501100817913e-17,4.953987913192023e-17
0.029,0.061,-2.5955345488521308e-17,5.459572671723447e-17
0.029,0.063,-2.7561448938461772e-17,5.987487183183074e-17
0.029,0.065,-2.916841969138254e-17,6.53774924117195e-17
0.029,0.067,-3.07762570078949e-17,7.110376619065373e-17
0.029,0.069,-3.2384960149450286e-17,7.705387070041621e-17
0.029,0.071,-3.399452837833926e-17,8.322798327110645e-17
0.029,0.073,-3.560496095769016e-17,8.962628103142694e-17
0.029,0.075,-3.721625715146792e-17,9.624894090896874e-17
0.029,0.077,-3.882841622447299e-17,1.0309613963049723e-16
0.029,0.079,-4.044143744234007e-17,1.1016805372223675e-16
0.029,0.081,-4.205532007153698e-17,1.17464859510155e-16
0.029,0.083,-4.367006337936334e-17,1.249867331202468e-16
0.029,0.085,-4.5285666633949637e-17,1.327338504788179e-16
0.029,0.087,-4.6902129104255776e-17,1.407063873127673e-16
0.029,0.089,-4.8519450060070154e-17,1.4890451914987045e-16
0.029,0.091,-5.013762877200825e-17,1.5732842131906036e-16
0.029,0.093,-5.17566645115117e-17,1.6597826895070993e-16
0.029,0.095,-5.3376556550846924e-17,1.7485423697691235e-16
0.029,0.097,-5.499730416310401e-17,1.8395650013176169e-16
0.029,0.099,-5.661890662219563e-17,1.9328523295163335e-16
0.031,0.001,2.5036121535849648e-17,-8.076168237370855e-19
0.031,0.003,2.3342990180142595e-17,-2.2589990496912187e-18
0.031,0.005,2.1648905887156063e-17,-3.49175901405743e-18
0.031,0.007,1.995386947650352e-17,-4.505712462436279e-18
0.031,0.009,1.8257881766858808e-17,-5.300675351668686e-18
0.031,0.011,1.656094357595744e-17,-5.876463849533284e-18
0.031,0.013,1.4863055720597983e-17,-6.232894334444315e-18
0.031,0.015,1.3164219016643368e-17,-6.369783395150017e-18
0.031,0.017,1.1464434279022257e-17,-6.286947830431561e-18
0.031,0.019,9.763702321730351e-18,-5.984204648802473e-18
0.031,0.021,8.062023957831742e-18,-5.4613710682086005e-18
0.031,0.023,6.359399999460251e-18,-4.718264515728573e-18
0.031,0.025,4.655831257820743e-18,-3.754702627274793e-18
0.031,0.027,2.951318543190468e-18,-2.5705032472949234e-18
0.031,0.029,1.2458626649203612e-18,-1.1654844284738863e-18
0.031,0.031,-4.605355685635902e-19,4.605355685635902e-19
0.031,0.033,-2.1678753497590565e-18,2.3077382755499635e-18
0.031,0.035,-3.876155872086054e-18,4.376305016871352e-18
0.031,0.037,-5.585376329885593e-18,6.666416909863449e-18
0.031,0.039,-7.295535918418412e-18,9.178254865107033e-18
0.031,0.041,-9.006633833863622e-18,1.1911999586722856e-17
0.031,0.043,-1.0718669273317417e-17,1.4867831572666094e-17
0.031,0.045,-1.2431641434791778e-17,1.8045931115020323e-17
0.031,0.047,-1.4145549517213126e-17,2.1446478300290867e-17
0.031,0.049,-1.586039272042106e-17,2.50696530096978e-17
0.031,0.051,-1.7576170245167058e-17,2.891563491946838e-17
0.031,0.053,-1.9292881293113144e-17,3.298460350112892e-17
0.031,0.055,-2.101052506683061e-17,3.7276738021796243e-17
0.031,0.057,-2.2729100769798747e-17,4.179221754446867e-17
0.031,0.059,-2.4448607606403484e-17,4.6531220928316306e-17
0.031,0.061,-2.6169044781936176e-17,5.149392682897118e-17
0.031,0.063,-2.7890411502592296e-17,5.668051369881661e-17
0.031,0.065,-2.961270697547011e-17,6.209115978727603e-17
0.031,0.067,-3.133593040856943e-17,6.772604314110168e-17
0.031,0.069,-3.306008101079029e-17,7.358534160466227e-17
0.031,0.071,-3.478515799193177e-17,7.966923282023084e-17
0.031,0.073,-3.651116056269063e-17,8.597789422827147e-17
0.031,0.075,-3.823808793465999e-17,9.251150306772579e-17
0.031,0.077,-3.9965939320328226e-17,9.927023637629915e-17
0.031,0.079,-4.1694713933077515e-17,1.0625427099074593e-16
0.031,0.081,-4.342441098718269e-17,1.1346378354715478e-16
0.031,0.083,-4.5155029697809905e-17,1.2089895048123298e-16
0.031,0.085,-4.688656928101547e-17,1.2855994802859082e-16
0.031,0.087,-4.861902895374442e-17,1.3644695222502467e-16
0.031,0.089,-5.035240793382943e-17,1.4456013890680063e-16
0.031,0.091,-5.2086705439989476e-17,1.5289968371093683e-16
0.031,0.093,-5.3821920691828547e-17,1.6146576207548563e-16
0.031,0.095,-5.555805290983449e-17,1.702585492398154e-16
0.031,0.097,-5.729510131537762e-17,1.792782202448913e-16
0.031,0.099,-5.903306513070964e-17,1.885249499335566e-16
0.033,0.001,2.8478685968471824e-17,-8.629904838930857e-19
0.033,0.003,2.6671565812249546e-17,-2.424687801113595e-18
0.033,0.005,2.4863429438336983e-17,-3.7671862785359066e-18
0.033,0.007,2.3054277721025224e-17,-4.890301334762926e-18
0.033,0.009,2.124411153360275e-17,-5.793848600073476e-18
0.033,0.011,1.9432931748356842e-17,-6.477643916118946e-18
0.033,0.013,1.762073923657503e-17,-6.941503335620465e-18
0.033,0.015,1.5807534868546516e-17,-7.185243122066597e-18
0.033,0.017,1.39933195135636e-17,-7.208679749411552e-18
0.033,0.019,1.2178094039923142e-17,-7.01162990177393e-18
0.033,0.021,1.0361859314927923e-17,-6.593910473135951e-18
0.033,0.023,8.544616204888123e-18,-5.955338567043237e-18
0.033,0.025,6.726365575122719e-18,-5.09573149630509e-18
0.033,0.027,4.9071082899609e-18,-4.014906782695282e-18
0.033,0.029,3.0868452127434768e-18,-2.7126821566533584e-18
0.033,0.031,1.265577205824322e-18,-1.1888755569864843e-18
0.033,0.033,-5.566948694282464e-19,5.566948694282464e-19
0.033,0.035,-2.3799701526300602e-18,2.524210767940973e-18
0.033,0.037,-4.2042477843796635e-18,4.713853576425683e-18
0.033,0.039,-6.029526906256964e-18,7.125804525576411e-18
0.033,0.041,-7.855806660821776e-18,9.760244639202812e-18
0.033,0.043,-9.683086191612455e-18,1.261735473452532e-17
0.033,0.045,-1.1511364643144504e-17,1.5697315422469778e-17
0.033,0.047,-1.3340641160909148e-17,1.9000307107961513e-17
0.033,0.049,-1.517091489137198e-17,2.2526509990219002e-17
0.033,0.051,-1.700218498197158e-17,2.6276104063046983e-17
0.033,0.053,-1.8834450581118077e-17,3.024926911512903e-17
0.033,0.055,-2.066771083819179e-17,3.444618473031965e-17
0.033,0.057,-2.2501964903541897e-17,3.886703028793601e-17
0.033,0.059,-2.4337211928484965e-17,4.351198496304888e-17
0.033,0.061,-2.617345106530364e-17,4.8381227726773386e-17
0.033,0.063,-2.801068146724527e-17,5.347493734655916e-17
0.033,0.065,-2.9848902288520506e-17,5.879329238647979e-17
0.033,0.067,-3.1688112684301916e-17,6.433647120752208e-17
0.033,0.069,-3.3528311810722666e-17,7.010465196787467e-17
0.033,0.071,-3.536949882487514e-17,7.60980126232162e-17
0.033,0.073,-3.7211672884809597e-17,8.231673092700304e-17
0.033,0.075,-3.905483314953271e-17,8.876098443075617e-17
0.033,0.077,-4.0898978779006343e-17,9.543095048434813e-17
0.033,0.079,-4.274410893414615e-17,1.0232680623628926e-16
0.033,0.081,-4.459022277682016e-17,1.0944872863401312e-16
0.033,0.083,-4.643731946984746e-17,1.167968944241618e-16
0.033,0.085,-4.828539817699693e-17,1.2437148015287088e-16
0.033,0.087,-5.0134458062985764e-17,1.3217266216605336e-16
0.033,0.089,-5.198449829347827e-17,1.402006166096838e-16
0.033,0.091,-5.383551803508431e-17,1.4845551943008097e-16
0.033,0.093,-5.568751645535826e-17,1.5693754637419142e-16
0.033,0.095,-5.754049272279737e-17,1.6564687298987122e-16
0.033,0.097,-5.939444600684065e-17,1.7458367462616799e-16
0.033,0.099,-6.124937547786743e-17,1.837481264336023e-16
0.035,0.001,3.214967624981112e-17,-9.18562178566032e-19
0.035,0.003,3.0227969775353814e-17,-2.5909688378874693e-18
0.035,0.005,2.8305183576985993e-17,-4.043597653855142e-18
0.035,0.007,2.6381318583902088e-17,-5.276263716780418e-18
0.035,0.009,2.4456375724230625e-17,-6.288782329087874e-18
0.035,0.011,2.2530355925035742e-17,-7.080969005011232e-18
0.035,0.013,2.0603260112318746e-17,-7.65263947028982e-18
0.035,0.015,1.8675089211019637e-17,-8.003609661865557e-18
0.035,0.017,1.6745844145018595e-17,-8.133695727580461e-18
0.035,0.019,1.4815525837137548e-17,-8.042714025874667e-18
0.035,0.021,1.2884135209141623e-17,-7.730481125484974e-18
0.035,0.023,1.0951673181740708e-17,-7.196813805143894e-18
0.035,0.025,9.018140674590948e-18,-6.4415290532792484e-18
0.035,0.027,7.083538606296253e-18,-5.4644440677142525e-18
0.035,0.029,5.147867894409775e-18,-4.265376255368099e-18
0.035,0.031,3.211129455435462e-18,-2.8441432319571235e-18
0.035,0.033,1.2733242048295256e-18,-1.2005628216964096e-18
0.035,0.035,-6.655469429980745e-19,6.655469429980745e-19
0.035,0.037,-2.6054830746820947e-18,2.7543678218067855e-18
0.035,0.039,-4.546483277900572e-18,5.066081366803493e-18
0.035,0.041,-6.488546641373282e-18,7.600868922751559e-18
0.035,0.043,-8.43167225486028e-18,1.0358911627399769e-17
