x,y,z,W,spp
19.059,52.799,-73.6863,1.03284,1
22.5837,49.7278,90.7479,1.01137,1
10.43,56.7289,33.0444,1.04322,1
11.4218,50.3719,-141.785,1.0495,1
8.84999,57.1747,-29.4434,1.04322,1
9.20311,52.8151,-55.7735,1.04635,1
10.5624,80.7268,-189.296,1.06963,1
6.3901,85.0395,-96.3286,1.08038,1
17.3283,64.7505,49.8955,1.04635,1
6.97136,58.1684,-47.7997,1.0495,1
14.0721,57.3895,-51.5134,1.03698,1
6.47924,59.2693,-10.3627,1.05055,1
7.2717,59.8703,-28.1543,1.04426,1
4.08375,50.2943,-25.6623,1.07606,1
8.93122,57.2732,-187.814,1.04322,1
0.315587,14.2553,23.499,1.09233,1
3.24262,16.8878,47.7943,1.08362,1
7.49896,4.33629,35.7949,1.08362,1
9.82146,7.02772,-23.1629,1.07714,1
7.60558,23.6856,-130.255,1.06536,1
8.31999,19.8639,56.439,1.06856,1
62.454,95.2567,-121.927,1.06429,1
89.1755,53.0322,-21.9461,1.04009,1
92.2076,51.3105,-31.6193,1.03594,1
75.29,62.4983,133.056,1.01239,1
77.7478,65.8451,107.182,1.02461,1
77.0569,74.6053,192.54,1.02974,1
56.5108,45.8936,-62.9724,1.01137,1
62.3216,49.3597,47.8869,1.0134,1
67.2009,46.0143,49.3241,1.03181,1
77.3876,26.8345,-14.4311,1.04531,1
94.5253,19.0742,2.46008,1.09342,1
90.5642,16.4369,-98.1391,1.08688,1
84.0667,24.2456,62.8199,1.07284,1
90.1416,19.0053,-43.1166,1.08688,1
35.4118,65.6057,48.5036,1.00734,1
40.5431,46.6913,-37.7279,0.994326,1
35.9488,39.5453,-146.475,0.99931,1
47.1357,55.3879,-7.87927,1.01239,1
47.1926,59.3018,-38.8473,1.01036,1
36.078,47.8819,59.548,0.989367,1
34.6507,43.1124,17.8082,0.989367,1
5.09704,46.174,36.9861,1.07284,1
10.26,42.9124,68.0983,1.04426,1
16.9201,44.617,88.2514,1.03181,1
22.1996,42.3999,57.2283,1.01848,1
8.82347,44.4029,-44.0129,1.05793,1
16.997,40.6568,76.385,1.02871,1
24.7703,44.6825,154.095,1.01137,1
14.6616,57.3362,-62.5277,1.03284,1
8.05573,55.146,-112.638,1.04426,1
20.5174,47.3726,-37.8703,1.0195,1
14.5773,44.5117,-4.47086,1.03387,1
25.7877,50.5006,-27.8992,1.00532,1
20.8917,46.7191,-33.3911,1.01644,1
23.8821,42.7055,61.9746,1.01848,1
14.4206,48.5024,1.69869,1.04426,1
25.7205,73.3084,-20.8304,1.04531,1
17.6857,51.1786,-6.81316,1.03077,1
40.609,86.1526,4.42538,1.04113,1
51.4785,74.9468,-12.7516,1.02461,1
48.5556,87.606,-66.7718,1.04531,1
10.1245,90.6248,69.8888,1.08362,1
85.4684,43.2321,-2.25154,1.03181,1
95.3328,33.9682,122.933,1.06217,1
