x,y,z,W,spp
54.7864,41.1236,120.828,1.02461,1
53.0498,27.6393,-276.783,1.02461,1
46.0067,27.5407,29.2168,1.03905,1
39.0,18.3492,89.4991,1.05055,1
56.9484,64.914,136.017,1.02563,1
58.0417,62.218,13.0347,1.01543,1
55.993,60.4688,-80.9095,1.01137,1
52.0907,58.5463,30.2747,1.00231,1
58.6189,64.124,173.232,1.02358,1
38.0351,56.9659,73.5629,0.993333,1
47.8476,52.7042,-51.2577,1.00131,1
34.6999,62.4554,196.008,0.996317,1
42.2495,71.6994,236.01,1.00532,1
58.854,44.6369,5.51644,1.02052,1
48.3636,50.2902,236.507,1.01239,1
46.8942,43.2582,99.7744,0.997314,1
50.7349,45.0453,23.0915,1.01746,1
59.2297,44.9179,-38.897,1.02052,1
55.9876,50.3287,-33.46,1.02052,1
59.3317,52.259,-29.9296,1.01543,1
63.4684,45.9706,-48.9702,1.01746,1
64.0287,50.604,-11.4462,1.0195,1
51.3774,42.9236,61.6387,1.0195,1
43.6758,38.3978,12.6965,0.99931,1
18.0804,47.8918,76.467,1.02052,1
0.308907,53.3622,14.0087,1.08362,1
6.2907,40.5636,44.3875,1.07499,1
20.7557,18.6973,-17.0655,1.0516,1
37.4343,73.519,126.225,1.01441,1
24.6001,67.1355,-115.561,1.01441,1
25.6443,73.3286,-40.2136,1.01848,1
39.456,51.7833,-85.1049,0.991348,1
44.224,68.0674,95.0157,1.01137,1
42.9237,71.4351,27.8952,1.00633,1
29.7606,64.2063,52.8449,1.00935,1
38.7087,74.9747,28.2874,1.01239,1
43.0021,53.4639,58.2606,0.996317,1
45.6703,70.2192,206.713,1.01137,1
44.9763,82.1333,171.592,1.02666,1
18.2779,59.3715,228.296,1.02358,1
22.2628,44.6965,-24.1834,1.03698,1
37.5807,65.5419,-59.841,1.00935,1
44.0782,61.4048,-46.7905,0.993333,1
35.4215,65.976,87.4299,1.00633,1
38.043,62.2928,150.758,0.990357,1
50.4644,14.3996,10.4398,1.06004,1
49.7093,17.899,-4.99171,1.0495,1
89.6189,30.3353,-15.8484,1.05581,1
95.7436,46.0673,136.291,1.07177,1
91.8738,43.7579,-68.4357,1.06323,1
93.2573,36.7942,-44.4549,1.06856,1
72.762,17.3698,78.4908,1.06429,1
86.3296,6.8969,-67.2869,1.07177,1
