x,y,z,W,spp
79.8355,14.8898,128.696,1.04635,1
70.8596,38.2197,298.229,1.02052,1
90.6153,41.6459,130.653,1.0474,1
82.3724,35.4229,71.7595,1.01543,1
92.2779,40.4284,65.1936,1.05687,1
81.4852,39.4572,-7.58175,1.03387,1
90.3779,53.4276,73.0794,1.0537,1
86.566,60.7328,152.835,1.05265,1
85.5228,56.9135,119.661,1.04845,1
81.1819,42.3481,-1.26293,1.02358,1
75.2578,53.6487,6.28047,1.03801,1
34.8099,46.0163,-58.1701,1.02256,1
48.0527,38.8863,-12.83,1.01441,1
62.2858,53.896,96.6275,0.980503,1
68.8934,48.5238,112.08,1.00031,1
79.6921,55.8992,88.7909,1.03801,1
91.6445,76.7876,139.189,1.06856,1
55.7147,55.3312,75.7415,0.983449,1
67.7789,67.169,107.919,1.02256,1
43.7044,19.2864,191.441,1.04009,1
33.8218,10.3691,-155.068,1.04113,1
39.0357,14.7151,-153.074,1.02666,1
32.9991,9.73616,86.9913,1.04635,1
33.6364,5.57975,71.7494,1.05898,1
89.3277,7.7799,-31.3124,1.06856,1
63.4478,7.90254,-79.2574,1.04426,1
66.0594,7.61687,-66.435,1.0537,1
66.3866,9.80695,-38.2926,1.0516,1
41.6499,51.9889,-194.561,1.01644,1
36.2529,24.9411,234.028,1.02974,1
44.0755,18.6532,291.744,1.04009,1
24.4176,39.88,345.993,1.02974,1
33.902,37.477,182.064,1.00231,1
26.7555,38.8592,-116.097,1.02052,1
15.0435,54.8119,11.3969,1.03698,1
30.2601,57.1437,73.6607,1.00633,1
19.3887,53.6345,13.3842,1.01848,1
18.1558,52.8986,-121.41,1.02769,1
37.1282,43.0408,10.7876,1.01746,1
47.6536,51.0634,-99.9972,0.995321,1
47.5248,56.1746,-5.69109,0.998312,1
12.1432,49.5942,-80.4918,1.04845,1
2.86472,58.3717,-45.2116,1.08362,1
19.6364,16.2473,-34.0272,1.06429,1
20.999,30.0159,-187.862,1.03698,1
38.9619,37.0194,20.0146,1.01239,1
63.5435,75.5326,229.985,1.01036,1
62.1108,60.2156,331.904,0.985418,1
63.7202,75.6546,28.3547,1.00935,1
88.7089,72.7789,-38.5322,1.05793,1
67.6428,85.1902,-7.74484,1.03905,1
58.5649,86.7351,94.4761,1.04113,1
71.0305,85.7673,124.696,1.0537,1
12.1346,58.6673,187.658,1.05055,1
16.0826,52.4704,97.0573,1.03905,1
5.21857,58.8399,-61.1197,1.06963,1
7.68841,49.5326,111.076,1.06536,1
1.35362,51.6935,108.621,1.08905,1
3.55354,44.8656,2.35372,1.08146,1
48.5073,34.0261,109.599,1.01848,1
59.0543,37.4836,-39.8477,1.01543,1
48.7952,47.3441,86.5639,1.01036,1
53.2423,38.8126,-66.7486,1.01644,1
8.76263,39.8845,14.7206,1.05898,1
11.2031,35.5519,33.5158,1.04845,1
1.83771,31.736,-67.3271,1.08471,1
12.3572,38.7265,-94.7035,1.05265,1
4.11237,29.7003,37.0736,1.07606,1
15.5988,39.0999,6.29965,1.04845,1
4.57965,47.3927,73.9723,1.07391,1
48.2127,91.9074,-13.715,1.04635,1
49.2286,93.8619,1.60873,1.05687,1
50.5097,87.2462,-12.5786,1.04009,1
39.5819,86.493,-8.83615,1.03387,1
3.40315,82.5452,-280.624,1.08362,1
16.9158,82.5416,-13.3926,1.05476,1
42.9144,95.0698,1.59514,1.06963,1
29.7448,93.2344,87.7509,1.05476,1
18.5137,96.0285,112.89,1.08038,1
25.7944,72.1489,-243.53,1.04426,1
