x,y,z,W,spp
40.9399,67.6988,-40.0749,1.02563,1
60.9624,53.3155,-58.2497,0.997314,1
68.7665,50.0654,29.8124,1.00432,1
84.8976,63.0995,143.583,1.01746,1
93.7607,47.6561,220.193,1.05476,1
85.7712,64.9547,-9.32545,1.02666,1
83.9836,61.0533,17.3497,1.00231,1
87.9424,61.3047,77.7841,1.01543,1
83.045,56.9016,10.8616,0.998312,1
79.846,83.0524,260.506,1.02871,1
85.0328,87.6567,414.139,1.0516,1
85.3635,95.8082,245.669,1.08254,1
71.5607,82.0692,100.701,1.02666,1
82.2154,92.6721,221.784,1.06963,1
91.7785,80.0932,193.967,1.06749,1
88.4675,73.8384,109.38,1.0516,1
84.5326,78.5615,-23.7683,1.04009,1
96.7926,83.5197,389.03,1.08471,1
91.0241,76.1813,-12.6015,1.06536,1
89.247,91.32,-30.4568,1.07499,1
11.5634,82.0172,-38.232,1.06429,1
40.1341,28.4138,-85.0938,1.02563,1
57.1796,75.4686,-91.197,1.02563,1
18.0188,75.7433,-41.2875,1.04531,1
8.55208,65.2286,-130.504,1.06429,1
8.93251,52.882,21.3301,1.05793,1
10.7129,49.4203,-77.1953,1.04426,1
11.1594,51.1918,-15.004,1.04322,1
5.23443,44.3411,-63.7694,1.07499,1
77.1916,34.2827,-68.9349,0.99931,1
80.2646,41.2818,-89.9064,0.997314,1
78.8273,46.7331,-29.4082,1.00432,1
73.3515,56.6297,-18.3538,1.00432,1
78.5996,49.9418,19.9859,1.00432,1
75.9879,45.8863,24.8125,1.00734,1
88.6914,28.028,119.621,1.03491,1
96.2071,36.4916,166.429,1.05793,1
86.3824,11.6847,42.9709,1.0537,1
87.0075,26.6281,-49.3144,1.03284,1
77.9192,35.2579,-127.523,1.00031,1
86.5938,37.7242,103.986,1.02563,1
17.013,20.8406,-101.022,1.03387,1
15.0138,22.5446,-161.375,1.03181,1
23.3725,19.2684,-143.972,1.03594,1
44.1368,18.5095,4.69059,1.04113,1
63.2791,59.8606,224.063,0.994326,1
54.7989,62.8715,23.6688,1.01137,1
59.6527,68.427,-7.8179,1.0134,1
63.4888,67.6632,47.4839,1.01137,1
60.8108,65.9957,29.1784,1.00432,1
58.6317,73.8093,112.355,1.02871,1
84.5943,59.135,136.118,0.99931,1
74.8993,57.6746,65.1714,1.00031,1
71.7523,70.8066,85.2734,1.00231,1
71.9504,69.5378,-57.752,1.00031,1
80.0045,59.7763,159.935,0.995321,1
87.0967,60.5372,-68.4277,1.01137,1
89.9101,68.8221,19.9984,1.04322,1
83.8149,94.6551,-42.4954,1.07714,1
90.5458,80.3922,88.2316,1.06004,1
84.2136,82.0438,52.6413,1.04113,1
92.2824,79.5156,60.1325,1.06749,1
82.8912,81.2732,64.9297,1.03801,1
89.532,81.3238,-69.1171,1.05898,1
80.0019,22.2564,31.3279,1.02563,1
95.0639,18.7721,105.848,1.06429,1
91.006,26.5602,22.9965,1.0474,1
85.137,19.3813,99.7642,1.04113,1
45.9101,24.6366,53.4756,1.02563,1
63.7132,35.4052,-38.1884,0.991348,1
78.1088,30.2945,124.778,1.01036,1
56.5122,36.5182,186.024,0.994326,1
49.0541,40.0181,-42.1566,1.00734,1
96.6643,22.9519,-94.9242,1.0611,1
81.547,29.9778,-32.2807,1.01644,1
81.0129,20.821,-83.5522,1.03077,1
87.486,16.56,73.5892,1.04426,1
91.295,22.9656,73.595,1.03698,1
80.5245,21.45,-108.002,1.02974,1
86.2213,43.7903,109.112,1.01746,1
71.4695,46.9116,184.561,1.01441,1
70.4708,47.4089,52.4376,1.01543,1
86.2613,15.0146,-169.228,1.04426,1
84.797,16.4854,-198.39,1.04009,1
77.5213,41.7999,67.1985,1.00131,1
82.1134,45.3046,130.746,1.00633,1
65.1291,34.3502,141.587,0.988378,1
92.7268,38.7755,59.6789,1.0474,1
48.5232,25.6893,33.2644,1.01644,1
56.907,20.038,43.4843,1.02052,1
43.9951,12.5825,-72.1566,1.0611,1
48.8172,19.6733,-176.632,1.02769,1
26.7935,81.6616,3.05368,1.0516,1
26.1096,72.3568,103.244,1.02358,1
27.3382,73.1685,-9.87632,1.02871,1
26.8146,69.4371,24.5006,1.02666,1
39.7492,75.0786,-50.0318,1.03284,1
33.6508,77.3851,164.588,1.04009,1
