x,y,z,W,spp
28.1265,44.3006,3.92448,1.01441,1
42.3274,40.8856,-0.161327,1.01036,1
29.8464,26.6216,6.00393,1.02871,1
14.2129,59.1856,-7.92543,1.05055,1
11.444,62.9675,-19.754,1.06536,1
15.0967,44.754,-27.5198,1.04322,1
12.7588,40.1261,-15.2017,1.04426,1
13.6589,50.9128,24.846,1.0495,1
40.2844,68.794,-14.4678,1.02256,1
56.8429,45.6941,-15.9575,1.02358,1
57.54,39.4404,11.2343,1.02256,1
53.7546,51.4442,-10.9148,1.01644,1
46.8888,51.28,6.75851,1.00432,1
38.6571,39.8706,6.9844,1.00131,1
41.0641,20.3485,3.79365,1.03284,1
46.1748,30.6263,-8.51692,1.01441,1
50.5198,53.7954,20.8383,1.01441,1
42.2707,41.7638,22.7042,1.01036,1
66.1375,44.8384,2.74684,1.02461,1
59.4398,33.535,-7.29109,1.01036,1
68.4999,32.6109,15.4455,1.01137,1
67.5694,47.3849,7.43255,1.02052,1
58.2527,68.6264,-16.4404,1.00734,1
41.0032,55.6207,0.24777,0.997314,1
35.9878,30.3044,-33.5664,1.01036,1
32.1785,66.8542,14.0643,1.04009,1
27.8174,81.2394,-6.29956,1.05687,1
11.7855,23.325,-0.884098,1.05898,1
20.8099,25.5177,19.1793,1.05793,1
9.85956,24.2296,-4.9353,1.06642,1
15.0171,14.3065,12.6076,1.05055,1
14.9304,18.5961,5.5521,1.05055,1
34.384,42.7445,-29.1684,1.00532,1
26.3921,43.2784,-26.1538,1.02563,1
30.3973,39.1397,-6.33951,1.01036,1
45.8155,59.5003,5.6006,1.00532,1
46.7415,69.2057,-32.8466,1.02974,1
59.9279,64.8459,-23.6122,1.00633,1
55.2905,72.3202,-31.455,1.01746,1
41.5176,64.7305,-3.31461,1.01746,1
38.2052,87.69,9.70563,1.0495,1
36.5736,75.7284,24.873,1.03284,1
40.6785,87.1234,-11.6935,1.04531,1
48.4176,83.4387,33.7536,1.02666,1
43.7015,81.3632,28.0667,1.03181,1
18.9916,67.5626,13.1982,1.05687,1
17.7119,58.3558,-28.8825,1.04218,1
35.9749,72.7198,9.20119,1.02769,1
35.4717,70.167,21.3719,1.03594,1
42.976,66.4696,-9.05659,1.02052,1
58.65,51.9909,-0.0891431,1.01543,1
52.5168,45.7919,-30.5585,1.00332,1
71.7157,34.7218,-23.4043,1.00935,1
77.7143,35.2922,14.3046,1.00834,1
75.9946,30.5042,-17.7215,1.00332,1
81.4846,31.8195,-17.204,1.02256,1
45.1601,74.0725,-15.6631,1.02769,1
