x,y,z,W,spp
84.1824,83.9598,3.308,1.04322,1
87.6497,85.7026,-18.7112,1.06217,1
91.3259,89.7035,87.3425,1.07284,1
84.0993,95.5573,35.4318,1.07499,1
82.5474,78.8967,32.4485,1.03698,1
73.547,90.1118,-78.0796,1.05055,1
78.4011,95.4976,28.3287,1.0707,1
78.924,88.6204,-56.5754,1.0495,1
55.3906,83.3159,149.574,1.02871,1
58.6289,77.0214,128.18,1.02052,1
56.6005,76.1466,-30.3997,1.01543,1
59.2073,69.4461,16.4624,1.01239,1
55.0781,74.5125,30.6528,1.01239,1
58.7742,57.5984,-30.0289,1.0134,1
47.3779,66.7794,-68.8742,1.01644,1
45.2639,62.1985,88.0767,1.02461,1
46.124,63.7637,94.5033,1.01239,1
39.0504,51.2419,0.840691,1.02974,1
49.4792,78.1946,294.398,1.02769,1
48.6793,83.9008,148.05,1.03077,1
54.7605,90.3911,167.104,1.05476,1
60.0437,80.8699,143.137,1.03594,1
49.3059,72.6446,30.3223,1.02769,1
48.089,89.8192,20.3883,1.04009,1
54.2962,92.9072,-84.1829,1.05898,1
66.6501,81.6529,49.7439,1.04113,1
76.9452,85.1209,10.1274,1.04426,1
69.3371,90.0273,7.56588,1.06217,1
54.7972,89.3039,-47.4839,1.0537,1
48.2302,85.9157,45.1597,1.03594,1
47.9328,99.8459,53.4428,1.08254,1
44.271,88.2629,82.5078,1.03594,1
42.4526,72.1833,72.9693,1.00532,1
68.7507,92.1556,146.724,1.06323,1
59.3047,80.0854,173.216,1.02974,1
65.7412,90.1688,127.747,1.06004,1
90.465,48.207,92.0427,1.06536,1
81.5148,94.6118,-26.5682,1.06963,1
84.3132,87.9427,141.188,1.05265,1
45.6952,81.1088,240.75,1.02256,1
50.4267,58.1298,39.9258,1.0134,1
70.2286,66.0376,4.94188,1.03491,1
65.7125,66.5233,21.2569,1.0195,1
71.0018,49.7718,-31.2183,1.02256,1
59.5892,43.3216,115.397,1.01239,1
77.4089,32.9302,-113.415,1.0495,1
67.8863,28.4581,26.5931,1.03387,1
65.3627,30.5712,7.39558,1.04009,1
56.8563,23.0747,24.2579,1.03181,1
48.578,17.1392,-135.222,1.03181,1
22.6277,30.8408,-15.0211,1.02769,1
15.5877,43.1831,-53.3057,1.03801,1
18.9858,32.4489,-107.129,1.03801,1
16.0321,23.1176,108.281,1.05581,1
18.2015,14.4114,147.19,1.06642,1
21.4003,21.5117,-187.876,1.04322,1
26.7974,24.9612,208.961,1.02358,1
34.27,13.7078,135.58,1.03905,1
25.8645,21.501,229.322,1.03284,1
29.1522,18.2171,223.044,1.03491,1
15.6613,11.0338,17.1749,1.06856,1
2.08462,23.6939,-122.35,1.0793,1
11.2026,30.394,-192.686,1.05687,1
5.76409,21.7292,-79.7005,1.06536,1
9.77494,24.3559,26.2622,1.05898,1
5.3378,18.2043,-5.09582,1.0707,1
40.5709,63.1044,-16.3371,1.01441,1
40.8168,65.8655,-67.5106,1.00031,1
23.8286,67.1018,52.6754,1.01543,1
31.7587,66.9794,21.4529,1.01543,1
8.15921,33.9672,16.1653,1.0707,1
10.6237,50.295,73.8137,1.04845,1
9.74325,63.5448,36.5919,1.0537,1
15.8732,38.3039,90.7173,1.05055,1
49.375,18.7115,31.0969,1.03077,1
50.57,27.4456,1.13721,1.03181,1
39.8199,31.0645,-120.347,1.02154,1
33.2857,18.6207,4.89689,1.02563,1
34.3053,24.7713,17.9201,1.02461,1
15.786,47.0915,26.1943,1.04531,1
33.5304,14.5166,131.959,1.03594,1
32.0697,10.0667,-24.456,1.04009,1
27.1186,39.0199,-15.7783,1.02666,1
29.412,41.0103,131.913,1.02563,1
