x,y,z,W,spp
60.0874,1.46709,116.928,1.08362,1
54.2725,0.398757,26.9466,1.08579,1
71.5762,50.0596,-56.0312,1.01441,1
71.8559,45.9454,-42.3209,1.01543,1
60.7279,30.4474,6.06473,1.02358,1
66.6276,44.559,-20.5338,1.01036,1
62.6999,27.4567,-150.549,1.02461,1
92.1622,57.3187,20.8592,1.06429,1
76.0261,63.3518,53.8958,1.01441,1
97.6651,68.5938,-27.4635,1.07391,1
93.4355,72.2799,-77.2264,1.05476,1
83.6256,67.8057,60.6478,1.03491,1
98.9175,69.7285,-126.796,1.08146,1
73.0444,63.9987,-129.102,1.01036,1
62.7431,44.6161,-53.8194,1.01543,1
72.7414,43.0467,27.3597,1.01848,1
99.1792,10.5304,-0.432806,1.09014,1
92.3968,20.3801,10.963,1.06749,1
95.1963,14.9981,29.7598,1.08254,1
81.7546,41.1895,141.286,1.02769,1
88.0832,49.3026,-146.601,1.02154,1
94.9064,23.7408,47.2643,1.07606,1
95.8945,30.1085,106.925,1.07391,1
96.4692,36.2383,156.675,1.06856,1
98.5415,44.4466,67.6809,1.07822,1
76.7228,18.8317,92.4406,1.02769,1
78.6646,27.2167,-9.13838,1.04113,1
78.4897,20.3616,20.9511,1.03594,1
81.0395,26.2935,26.09,1.04322,1
86.1013,25.0823,-18.6952,1.06004,1
85.5939,53.8366,47.1309,1.02563,1
99.2444,41.276,-63.2182,1.0793,1
82.8688,56.2288,-27.1169,1.03284,1
44.512,66.0205,-93.28,1.02256,1
54.6566,60.2644,-58.1189,1.01036,1
57.9335,51.6705,-117.726,0.997314,1
59.6239,58.4804,28.7684,1.01746,1
56.2588,56.8263,27.3254,1.00734,1
29.0122,52.8973,-78.1298,0.996317,1
37.5743,72.6038,128.314,1.03181,1
26.2286,61.7586,4.581,1.01137,1
54.5451,69.9177,-1.23833,1.01848,1
55.437,63.2564,136.561,1.02052,1
68.8979,22.6925,68.203,1.02974,1
79.1349,34.8525,100.982,1.03284,1
81.2274,26.9184,136.269,1.04426,1
71.7429,35.0288,-15.988,1.02563,1
74.2072,33.461,-11.1981,1.04009,1
81.6169,3.5699,34.0894,1.08146,1
81.2403,1.76513,58.7144,1.08688,1
67.0159,19.5367,250.76,1.02769,1
68.3954,21.7789,74.7832,1.03181,1
57.3582,8.47902,23.6352,1.05687,1
79.9518,9.28335,-188.129,1.07714,1
62.0079,13.4899,45.7961,1.03077,1
66.8094,14.3948,79.912,1.03387,1
64.6915,2.47243,12.783,1.07177,1
66.4435,10.9904,-87.9881,1.04218,1
87.3989,20.2107,25.3894,1.06429,1
63.0714,21.9609,88.4074,1.03077,1
51.5866,5.80336,154.836,1.06642,1
54.101,17.5558,175.137,1.02974,1
93.2108,33.0388,-37.223,1.06004,1
47.8749,17.0289,-35.449,1.03491,1
56.4233,3.81801,-84.472,1.07714,1
61.7235,1.27192,28.214,1.08146,1
57.6229,15.2843,13.0307,1.03284,1
50.1182,22.7609,-66.8463,1.02563,1
40.074,23.1564,93.9359,1.01644,1
50.9871,9.85608,55.2411,1.04531,1
87.7324,13.0787,124.506,1.06642,1
64.014,21.3857,-67.3133,1.03284,1
69.4088,23.7991,-36.083,1.03181,1
68.1645,25.7492,65.9682,1.03077,1
80.9053,21.1564,-51.3968,1.03698,1
78.7684,19.5256,26.3732,1.03905,1
51.9186,62.171,40.7357,1.01239,1
77.6513,69.0905,276.429,1.02358,1
69.0077,61.2781,-1.92423,1.02256,1
85.7568,50.2417,27.3809,1.02154,1
80.9242,53.6325,-31.1798,1.02052,1
89.632,36.0685,-95.8023,1.0474,1
84.6965,60.8416,49.639,1.04218,1
79.2175,70.1835,109.952,1.01239,1
69.3974,68.4367,132.597,1.02461,1
74.6015,58.5202,74.2568,1.01848,1
75.2325,55.7102,-107.345,1.02563,1
73.3855,51.9838,-46.9627,1.01848,1
76.4902,65.2578,-1.36671,1.02154,1
81.8915,68.1654,2.65951,1.02358,1
74.4553,47.3533,33.8695,1.01137,1
86.8848,40.3807,-27.912,1.03698,1
86.3982,52.5,109.16,1.01848,1
33.8792,59.4163,-23.5414,1.02666,1
32.8456,66.4086,-44.4695,1.04009,1
33.3143,55.9421,-7.71956,1.00935,1
34.0662,70.7168,-65.9754,1.03387,1
39.4536,68.8039,-22.8219,1.02769,1
29.3964,58.6099,7.82114,1.00935,1
41.9634,69.6286,-64.706,1.02666,1
