x,y,z,W,spp
69.9757,30.3925,59.8045,1.01746,1
59.658,37.6329,62.4134,0.993333,1
60.0523,62.4475,59.2353,0.993333,1
57.9066,87.9,121.458,1.02871,1
60.8029,56.537,-185.78,1.00834,1
52.7445,68.6762,100.962,1.00734,1
52.6935,63.8627,70.9559,1.01036,1
79.7819,78.3327,95.315,1.03905,1
82.0081,77.7265,-28.2948,1.03801,1
89.4477,75.777,-13.0274,1.05265,1
88.0288,90.402,-9.42472,1.06749,1
72.1648,83.544,61.7874,1.03491,1
68.7627,54.7417,-31.9183,0.994326,1
70.8876,45.0825,-29.4747,0.996317,1
80.7969,49.3043,-13.3345,1.00532,1
77.8698,48.5762,-74.9403,1.00231,1
65.4432,48.003,60.5793,0.997314,1
67.7527,76.1495,16.5245,1.02974,1
69.2513,78.943,-21.5985,1.02769,1
75.7091,78.635,46.0933,1.03491,1
64.438,78.7449,-125.61,1.02666,1
54.6621,88.0176,51.0891,1.02974,1
48.2098,49.653,209.059,0.98739,1
19.6562,58.74,107.382,0.998312,1
22.9666,51.9402,218.998,1.00432,1
32.5694,62.7852,279.527,1.01239,1
39.5148,64.4283,-34.2246,1.01137,1
50.7878,61.2407,-120.243,1.00834,1
48.2565,57.0644,173.695,1.00834,1
16.9103,89.5605,-17.533,1.05581,1
19.8836,70.0793,134.596,1.00935,1
21.6194,64.9403,-81.2766,1.01543,1
37.602,78.3616,-241.211,1.00834,1
40.9988,74.3541,-223.854,1.00834,1
6.48811,42.0451,-5.48498,1.05476,1
21.4038,71.0263,3.93449,1.00734,1
19.5384,79.1084,104.431,1.01746,1
23.7902,83.3969,40.2602,1.02358,1
32.5903,75.1768,22.655,1.00935,1
28.0734,76.8998,-55.305,1.00031,1
26.486,50.6864,198.593,1.00834,1
24.9326,51.4524,179.148,1.00633,1
36.6337,53.8213,203.463,1.00834,1
37.1503,47.7604,195.906,0.998312,1
1.38459,65.5812,-104.974,1.07822,1
13.0074,74.6565,-193.222,1.03491,1
23.0674,52.1532,110.789,1.00332,1
16.3339,63.7834,-44.226,1.0195,1
7.25791,11.2119,-176.138,1.08579,1
1.2835,18.4406,41.1676,1.08905,1
24.1806,12.494,-143.968,1.06004,1
26.0685,16.7898,-13.8893,1.05687,1
28.3564,22.4031,29.4247,1.04635,1
57.1648,66.6285,49.5096,0.988378,1
36.2325,49.4896,31.5164,1.00432,1
69.9404,46.9346,-100.795,0.994326,1
66.027,28.9932,-24.0581,1.02974,1
57.4952,43.5459,-175.28,0.989367,1
44.086,16.6319,-3.16973,1.04426,1
49.0133,35.5836,-37.3819,1.00935,1
32.9568,86.8037,180.571,1.04531,1
45.8425,85.2238,-98.7441,1.03387,1
37.7328,77.2545,-83.2696,1.00935,1
47.8249,94.001,224.076,1.05898,1
37.7454,32.8351,6.11331,1.02666,1
35.6935,29.3154,104.47,1.02256,1
39.1757,25.2799,60.7055,1.03181,1
40.9884,24.2721,75.8153,1.03077,1
32.2117,33.6024,78.4558,1.02563,1
36.4577,31.3889,159.357,1.02666,1
33.1569,27.6471,76.4145,1.03284,1
26.4816,25.3573,80.5475,1.04426,1
22.5574,25.6357,102.621,1.04218,1
26.445,30.603,112.976,1.02871,1
37.4961,1.0626,199.393,1.08471,1
45.9344,23.1911,184.601,1.03491,1
27.3236,0.473787,31.4796,1.08579,1
30.8188,11.642,-33.9844,1.0611,1
21.2256,32.8351,146.837,1.02871,1
38.6915,32.9572,241.076,1.02974,1
88.6473,46.517,-54.2112,1.02871,1
94.2633,22.0147,9.20311,1.06217,1
76.6632,18.9805,92.3672,1.06323,1
17.7154,81.3443,37.4292,1.02974,1
6.14141,86.8657,1.20344,1.07606,1
10.958,77.2998,-99.2928,1.0537,1
13.9363,82.8283,66.5208,1.04113,1
18.2712,40.9397,-6.66479,1.03284,1
23.7525,43.4227,-141.492,1.02871,1
12.7842,47.5969,-37.6646,1.03491,1
20.7141,38.7053,-23.3775,1.02974,1
4.33725,46.7958,113.45,1.06323,1
32.6038,46.0036,97.7121,1.0134,1
26.0236,40.4582,-74.8565,1.02974,1
27.2279,39.2932,-95.5902,1.03077,1
24.0761,43.8439,-19.6017,1.02974,1
6.82081,51.6893,119.094,1.0537,1
25.4216,52.893,29.7825,0.99931,1
38.5532,41.2304,-73.6162,1.03077,1
34.624,50.6759,-51.0543,1.00633,1
28.7857,43.5956,-23.7612,1.02666,1
25.3222,41.3863,-37.1868,1.03698,1
16.0343,33.3789,150.362,1.03077,1
31.0623,36.0679,26.7039,1.02666,1
17.0619,53.2286,52.2327,1.00633,1
21.3787,65.6163,-187.182,1.01137,1
7.57926,61.5826,-184.646,1.04113,1
16.9934,60.9586,-161.523,1.01137,1
5.35414,37.8486,-2.91759,1.05793,1
3.92586,32.9691,-40.022,1.0707,1
7.40488,30.6268,-212.266,1.0611,1
32.1348,65.3977,-269.5,1.02358,1
32.118,73.1099,-229.231,1.01746,1
37.1931,75.0319,-171.175,1.00734,1
29.8569,78.155,-171.057,1.01137,1
28.4021,77.349,-232.307,1.00332,1
41.9783,43.3077,86.4782,1.01239,1
22.1919,59.0467,-130.037,1.00332,1
33.9283,60.5121,69.9476,1.00935,1
22.825,60.4628,69.472,1.00834,1
34.4424,39.4293,-141.662,1.02871,1
25.7522,43.8667,-54.999,1.03077,1
24.3734,34.6343,-64.9021,1.02563,1
46.855,29.8025,24.3659,1.02974,1
40.085,25.5187,76.9434,1.03181,1
33.3295,23.8023,105.412,1.03801,1
31.8303,30.1481,-34.8357,1.02358,1
22.0944,0.00542964,-3.35479,1.08688,1
44.9182,38.2818,-33.1248,1.01543,1
40.641,43.3268,-92.3019,1.01137,1
46.6289,34.9403,32.9413,1.01137,1
61.905,3.00412,-46.4595,1.07822,1
68.9024,24.2766,62.1554,1.0516,1
62.6889,18.854,48.2862,1.06323,1
63.9194,19.3388,76.3399,1.06323,1
59.0224,18.4883,125.461,1.06004,1
50.1224,79.1949,21.323,1.02769,1
69.8906,11.194,98.8317,1.0611,1
61.5707,12.5217,132.297,1.06749,1
83.3425,34.6057,0.337767,1.0195,1
71.1825,24.3471,-51.094,1.04635,1
59.6363,80.8481,138.522,1.02769,1
63.5847,94.7873,-154.489,1.07499,1
67.9489,87.961,-6.30384,1.04426,1
9.82412,80.4663,-18.3535,1.04845,1
29.7171,83.8024,-124.876,1.02358,1
30.6792,80.0238,-90.9034,1.00834,1
38.5323,85.7365,-79.5758,1.03491,1
15.3899,86.7048,108.503,1.05055,1
21.777,78.9727,138.89,1.00633,1
25.2235,73.0997,-84.3371,0.997314,1
9.06633,85.5541,64.4745,1.06004,1
7.21283,72.28,42.0879,1.05265,1
15.8191,49.0674,-21.2945,1.01441,1
13.7846,43.8942,66.6414,1.04009,1
35.9724,52.6792,154.346,1.00231,1
11.0075,50.2998,-15.3575,1.02974,1
9.18816,66.8653,-48.3827,1.04009,1
35.2173,47.5236,-105.684,1.00532,1
26.9684,48.7799,-6.82617,1.01543,1
23.6491,72.5167,204.469,1.00231,1
23.2587,83.7278,115.171,1.02666,1
21.7555,74.9528,99.943,1.00432,1
20.447,69.4706,-51.7197,1.00935,1
31.8481,62.3134,25.4589,1.01746,1
17.7148,66.9958,49.5175,1.00834,1
16.7043,63.5759,91.4405,1.0195,1
27.2343,58.3396,-171.209,1.00432,1
17.1068,71.3626,-128.056,1.01543,1
10.4217,69.1731,83.1468,1.03698,1
54.7353,45.3582,-84.2831,0.979523,1
44.8741,48.0628,70.9295,0.99234,1
47.3159,40.4003,122.231,1.00432,1
75.6409,75.692,-17.727,1.04009,1
59.3483,74.6452,-33.7446,1.01137,1
29.152,72.3599,-42.7178,1.0134,1
28.741,67.0402,23.4558,1.02461,1
79.343,91.2574,1.50217,1.05793,1
85.7638,84.5679,68.9748,1.0611,1
99.5817,79.0448,49.9986,1.09124,1
83.5873,92.8015,74.5936,1.06536,1
88.855,85.5462,57.1655,1.0611,1
93.1387,79.4222,-204.316,1.06749,1
76.4922,83.6462,47.8086,1.03387,1
78.0311,73.8322,-39.9225,1.03491,1
60.3985,78.2851,106.109,1.02154,1
60.7904,73.8159,-28.9244,1.0134,1
54.7259,85.324,118.734,1.01441,1
63.0505,85.7882,257.279,1.03077,1
58.7175,79.5734,97.9063,1.02666,1
63.9909,80.4754,121.32,1.02871,1
60.3155,78.2265,62.7318,1.01848,1
73.9585,82.9184,182.161,1.03181,1
54.6701,73.2796,145.38,1.01848,1
65.0388,70.9245,104.408,1.00532,1
65.8569,77.5673,56.1004,1.03077,1
55.5339,69.6063,-7.84339,1.00131,1
61.0672,93.866,158.589,1.06536,1
68.268,85.8727,220.682,1.02974,1
59.5973,91.0815,-63.7497,1.04009,1
69.6188,87.6311,-4.38291,1.04322,1
76.3389,89.1331,112.344,1.05476,1
58.0929,89.1146,192.082,1.03181,1
56.307,91.7311,32.852,1.04009,1
76.178,67.9177,-70.0381,1.02769,1
73.5555,68.7559,99.1865,1.03077,1
26.7205,55.2395,-155.287,1.00332,1
10.5052,35.9501,12.7058,1.05265,1
14.391,32.2055,9.66659,1.03284,1
14.897,10.1069,93.4155,1.09014,1
7.98135,15.4285,194.824,1.07822,1
5.03088,8.62445,216.979,1.09451,1
22.9665,39.6964,113.131,1.02563,1
8.06193,27.1833,169.92,1.06749,1
9.98056,34.6323,9.62592,1.05055,1
6.13238,28.6676,-156.308,1.06749,1
4.2017,40.1978,13.4844,1.06642,1
33.6573,78.6181,-27.3777,1.00231,1
26.8143,51.7874,124.422,1.00734,1
34.3706,50.7633,120.366,1.00231,1
11.5031,68.6187,194.017,1.03491,1
13.1552,68.7467,185.468,1.02358,1
18.6402,68.9868,29.9094,1.00935,1
15.539,60.7835,123.518,1.01543,1
17.0465,54.7053,-81.5209,0.99931,1
14.4924,46.2066,135.934,1.03077,1
27.9955,11.078,56.3703,1.06004,1
26.7596,9.29189,39.6735,1.0611,1
30.5216,6.95154,106.118,1.07177,1
26.6656,17.2387,-69.7333,1.05687,1
21.9363,21.9513,-77.4749,1.04322,1
16.9707,26.4701,39.9152,1.04845,1
48.8148,68.4635,-13.0061,1.01441,1
39.2856,58.872,39.2672,1.00432,1
41.0676,56.5647,-112.265,1.00332,1
37.6988,65.9161,19.1849,1.01036,1
45.6202,97.0782,-123.047,1.06749,1
38.9978,75.3909,-105.362,1.00332,1
36.3385,76.3364,-139.583,1.00734,1
36.2063,82.9614,-180.374,1.02461,1
28.9588,77.8739,139.232,1.00231,1
19.5891,85.2125,-25.1947,1.03905,1
15.4753,95.1678,-151.098,1.07177,1
57.5918,80.7868,-90.5355,1.02666,1
23.9101,79.6998,46.9971,1.00834,1
23.3567,81.5366,-132.801,1.01543,1
23.1267,52.3413,54.5012,1.00332,1
29.5025,55.7659,-44.6853,1.01441,1
16.5837,56.9871,-93.4033,1.00231,1
19.1441,50.1709,-161.462,1.01137,1
11.0867,69.9704,-70.7496,1.03698,1
45.7184,63.8604,-42.619,1.00633,1
46.7274,65.0567,85.7833,1.00734,1
32.8166,77.0831,131.463,1.00633,1
40.785,69.9059,-197.272,1.0195,1
41.9851,76.6927,-32.7733,1.00935,1
97.9017,45.6378,128.938,1.07606,1
93.8533,36.4017,-135.747,1.05265,1
54.0893,28.6043,-68.449,1.03181,1
53.7323,25.6233,-166.332,1.04531,1
60.3246,26.3161,6.06012,1.04009,1
63.398,4.73503,-3.65757,1.07391,1
55.6573,40.5525,104.173,0.98739,1
59.4923,26.0364,102.567,1.04218,1
66.7084,14.8769,-243.806,1.06429,1
69.8505,3.47994,-162.829,1.07714,1
63.6078,27.0871,-28.5143,1.03905,1
62.7938,28.8299,-82.7984,1.02974,1
66.6522,34.9095,-93.7252,1.00935,1
49.1365,37.5907,59.1713,1.00332,1
68.7601,28.0627,-24.3895,1.04218,1
55.5456,35.8627,-70.5938,0.99931,1
64.5371,34.477,137.611,1.00935,1
58.8217,35.347,43.4271,1.00935,1
99.5236,28.0943,27.4567,1.0793,1
81.0454,38.9664,-18.6124,1.01848,1
88.2172,32.548,13.5245,1.02974,1
83.512,23.264,214.296,1.03905,1
82.7145,35.3206,144.642,1.02256,1
94.4138,16.9552,65.7613,1.06536,1
96.3911,18.2218,39.0131,1.06642,1
99.5791,13.7814,-26.6266,1.07822,1
79.8436,9.80603,-61.9705,1.06536,1
98.1923,14.9571,-135.393,1.07499,1
94.5504,21.4266,42.5761,1.06323,1
96.9331,25.9411,139.919,1.06963,1
93.1132,20.0614,91.5679,1.06004,1
87.354,22.8272,82.3488,1.0516,1
63.1179,16.659,7.34875,1.06749,1
70.1482,9.12312,8.87245,1.06749,1
68.7268,6.50227,-31.2345,1.06963,1
76.2048,3.40841,165.614,1.07822,1
64.7218,9.56442,-13.158,1.06749,1
67.7808,4.33788,40.8372,1.07391,1
71.1816,4.5488,113.742,1.07606,1
61.6295,5.38587,-222.138,1.07391,1
74.2154,67.8532,103.673,1.02974,1
83.7707,76.0036,23.1274,1.04322,1
87.3515,74.4339,68.3749,1.04009,1
81.8124,78.4254,140.358,1.04426,1
95.9073,75.2977,-20.7471,1.07714,1
84.0233,53.3013,-86.9285,1.02052,1
74.6721,42.4764,-6.27817,1.01036,1
36.1085,38.8526,-22.7253,1.02974,1
51.0732,84.842,112.829,1.02052,1
65.2011,79.6691,83.7354,1.03077,1
50.2492,92.967,-195.01,1.05055,1
54.8129,90.9705,-151.675,1.03284,1
41.9169,97.6171,85.5506,1.06642,1
44.3987,84.6453,6.33571,1.03387,1
46.4755,95.484,-51.3578,1.06642,1
37.6269,88.1863,106.417,1.04426,1
28.8645,91.8632,-89.0576,1.05265,1
33.3128,98.5117,128.365,1.0707,1
37.6737,96.6165,70.7655,1.06004,1
38.0382,93.9693,124.256,1.05055,1
36.5648,94.455,179.281,1.0495,1
42.1132,92.7271,96.6622,1.0537,1
62.7682,37.7379,-105.517,1.00633,1
54.1055,52.2318,-202.698,0.98739,1
54.9707,38.2712,-137.322,0.993333,1
59.3311,35.7391,-168.351,1.00633,1
63.8554,32.1017,14.538,1.00834,1
75.599,47.0206,59.5221,1.00231,1
81.0297,48.3641,45.0401,1.00332,1
82.5229,57.3115,108.582,1.02666,1
77.7419,57.2869,100.383,1.0134,1
81.5694,62.4338,19.7293,1.03284,1
69.6688,31.6362,104.629,1.01239,1
65.4415,25.3015,141.229,1.03801,1
60.7086,25.2748,-11.1403,1.04635,1
73.3983,29.5935,60.7348,1.02154,1
74.1001,43.7169,-7.41618,1.00734,1
61.7612,31.4306,-216.679,1.01441,1
69.2999,39.0863,-73.2355,1.00633,1
64.6613,36.2205,146.192,1.00734,1
59.1278,46.2041,4.40598,0.98739,1
60.7429,39.4876,-60.0111,0.996317,1
46.3346,35.0684,3.35815,1.00834,1
60.9814,29.4638,-100.028,1.02666,1
58.6729,35.8828,-192.553,1.00734,1
66.2464,76.3293,72.326,1.03077,1
60.558,53.3778,273.348,1.00432,1
62.28,68.6748,347.204,0.991348,1
59.6078,65.9018,81.7191,0.988378,1
44.1333,34.4086,213.684,1.01137,1
44.973,21.0638,46.3733,1.03801,1
38.7272,35.5731,138.207,1.02461,1
47.8288,32.3726,142.378,1.01848,1
61.132,41.181,116.029,1.00432,1
21.4211,55.4746,-18.5812,0.997314,1
35.5115,34.8888,17.4134,1.02871,1
25.3054,41.0633,-15.0884,1.03284,1
67.63,47.6747,24.2723,0.99234,1
86.2144,31.5906,-169.802,1.02256,1
60.4385,43.7346,-26.0595,0.997314,1
21.0884,21.0729,222.588,1.0516,1
38.0721,19.3431,104.83,1.03905,1
9.50028,39.553,-177.07,1.04426,1
27.2305,34.3848,52.1756,1.03077,1
17.3477,42.9203,8.11744,1.02358,1
39.5301,16.3548,220.946,1.04322,1
36.0686,19.5852,86.9298,1.04635,1
45.0138,13.8582,-87.2363,1.04426,1
40.4488,10.7151,26.0992,1.05898,1
47.9777,18.8632,-82.5431,1.04845,1
11.4402,4.7295,-52.2634,1.09124,1
5.30424,38.0828,33.5643,1.05793,1
9.31263,37.0185,1.82825,1.04426,1
12.0818,48.2963,165.177,1.03698,1
14.0388,45.3296,-243.32,1.03698,1
18.5678,29.1833,197.739,1.03491,1
16.602,24.0701,7.5671,1.05687,1
5.46008,24.8471,33.4786,1.07284,1
70.6735,33.3944,155.392,1.00734,1
77.9085,33.6688,193.245,1.00734,1
69.719,33.0431,73.6254,1.01036,1
80.5363,37.1982,192.022,1.02052,1
89.9616,18.3837,135.192,1.0495,1
