x,y,z,W,spp
29.1341,6.3095,-25.2176,1.06963,1
40.1047,4.60281,-179.226,1.07177,1
38.6391,31.2282,310.694,1.00031,1
40.08,29.9969,288.482,1.00734,1
13.1412,59.4622,-64.298,1.01746,1
7.25311,43.1085,31.2796,1.04009,1
17.8906,45.4607,-17.4369,1.02871,1
23.4219,26.0898,98.712,1.02563,1
19.5682,37.7892,-5.09425,1.02052,1
18.2461,33.2828,94.5049,1.02358,1
30.227,50.4539,74.256,0.995321,1
37.5892,38.8405,53.3711,0.996317,1
29.038,14.9783,-29.2255,1.0195,1
40.2616,8.88461,-90.5194,1.0537,1
32.123,31.6253,-250.584,1.00031,1
30.0801,23.3345,-229.398,1.00633,1
6.80251,18.7327,-68.1805,1.06642,1
12.446,29.0034,-49.8012,1.03905,1
10.7532,29.153,-46.4233,1.0516,1
16.3882,29.8727,5.12489,1.03594,1
18.5457,27.2791,-71.6158,1.02871,1
18.0308,23.3026,141.637,1.03491,1
6.18645,24.1592,-212.113,1.06856,1
6.87257,26.4894,-182.863,1.06323,1
46.8114,2.13587,-217.44,1.08362,1
39.3414,6.42551,-173.525,1.0611,1
47.9032,5.58958,-105.595,1.07391,1
37.3671,14.8274,-142.693,1.03284,1
9.69827,13.0331,46.6757,1.06856,1
16.7474,25.0023,-156.252,1.04009,1
24.5534,27.3442,-124.926,1.02871,1
22.2089,10.0579,-20.4419,1.05476,1
6.51909,20.8168,64.7803,1.05898,1
17.4834,20.6064,-128.895,1.03594,1
12.2535,30.001,-16.6193,1.03905,1
18.4449,28.7368,51.6281,1.02871,1
90.0301,32.7174,-71.5914,1.05687,1
87.3044,34.6194,-21.8572,1.03491,1
85.4577,45.4752,184.824,1.03801,1
84.2599,48.1887,-66.4138,1.03491,1
80.7488,45.6697,-43.8178,1.03284,1
90.8095,42.4825,-39.9647,1.05265,1
82.0686,33.9917,-37.9564,1.0134,1
84.1716,35.2195,66.2221,1.01746,1
67.3505,33.3855,95.3055,1.02154,1
68.9334,44.2741,79.0775,0.99234,1
71.0498,39.6138,38.0916,1.01746,1
91.3318,85.1127,180.164,1.06856,1
91.0256,93.3232,-160.216,1.07606,1
97.5956,93.7633,19.0599,1.08579,1
95.7592,91.3906,-55.308,1.07714,1
74.2344,62.6225,141.596,1.02052,1
68.8511,76.9308,-64.3978,1.00231,1
71.4821,76.4335,-132.451,1.00734,1
88.6332,79.4241,161.64,1.06323,1
96.3663,81.882,213.088,1.07822,1
87.501,73.4036,-77.3836,1.05476,1
3.26043,32.0027,96.9369,1.07284,1
39.6656,45.3026,-66.8399,1.01441,1
10.1922,53.288,230.324,1.02358,1
49.7664,64.9087,148.456,1.03077,1
37.5048,72.4185,-174.592,1.01746,1
40.3088,63.3327,-10.7399,0.99931,1
41.2898,61.0938,-60.3728,0.997314,1
36.1151,77.7243,43.695,1.02461,1
90.4247,55.2912,76.624,1.05055,1
85.7962,59.1214,101.747,1.04113,1
74.5453,64.5381,53.1134,1.02769,1
78.3141,55.2356,91.14,1.01239,1
92.909,49.153,15.2587,1.05687,1
95.613,44.8617,43.1025,1.06856,1
70.1859,65.6078,-53.0326,1.00432,1
75.1939,58.5588,-27.755,1.01848,1
76.7957,59.7724,113.345,1.01441,1
87.7427,54.0595,165.12,1.04113,1
79.4722,49.3924,-34.8777,1.02461,1
63.9633,52.663,8.63942,0.997314,1
67.9521,54.9773,14.1184,1.00131,1
49.5748,54.6902,34.9369,1.01441,1
58.5765,58.7259,-116.608,1.00633,1
66.1994,59.9703,-129.191,1.00332,1
68.1791,67.7407,97.7603,1.00031,1
47.933,12.8001,-22.7591,1.0516,1
38.6967,5.97859,125.274,1.06217,1
45.4163,20.0172,182.966,1.02461,1
29.4914,5.74699,-73.0696,1.06963,1
49.8261,22.7454,86.9916,1.01746,1
49.9353,19.3491,8.18257,1.01746,1
41.477,29.1463,-9.94654,1.02461,1
43.0521,26.7596,-208.008,1.0195,1
53.3892,20.2556,19.3248,1.01746,1
51.8691,29.5173,-60.3194,1.01543,1
54.9491,33.7305,5.24491,1.01239,1
51.9157,30.3307,57.5653,1.01543,1
51.9152,23.1066,161.454,1.01848,1
78.4114,78.4123,-47.0819,1.02563,1
69.1446,90.2124,58.2939,1.0516,1
74.0711,86.0109,-56.0076,1.0474,1
78.2529,91.7088,49.9508,1.05898,1
64.9394,78.4118,219.489,1.00332,1
64.3985,66.5276,94.7852,0.998312,1
63.5917,63.5372,43.5199,1.00031,1
69.3744,65.6267,133.537,1.00734,1
30.0542,71.8868,-82.7985,1.01543,1
37.5982,66.9061,-112.741,1.00633,1
38.8106,66.7593,193.261,1.00432,1
59.5606,64.2587,150.466,1.01543,1
50.7459,94.9374,146.03,1.05055,1
49.824,82.8602,13.2506,0.998312,1
60.1687,86.2843,6.72699,1.02871,1
48.0658,55.1862,-58.8777,1.00935,1
16.4953,6.04459,92.0238,1.07499,1
8.54498,15.3736,35.7647,1.06536,1
14.6213,23.9306,-110.402,1.03905,1
13.1168,22.3361,8.85301,1.04113,1
35.097,29.7619,-107.12,1.00532,1
34.9001,37.2254,-98.7671,0.98739,1
21.5004,18.4785,233.31,1.02666,1
22.8993,26.3864,59.4964,1.03284,1
29.6587,18.1121,95.3226,1.0134,1
30.4961,7.93096,-161.216,1.05793,1
32.429,11.1808,55.6834,1.04113,1
19.1461,23.2836,5.9171,1.03181,1
23.3922,14.7423,-27.2949,1.02974,1
27.145,17.6059,-30.2448,1.00834,1
21.1158,12.1718,35.9401,1.04845,1
26.0366,17.5918,111.789,1.0134,1
26.4789,7.01881,89.0289,1.06642,1
25.4598,18.7949,11.3506,1.01644,1
57.9581,28.2694,-122.258,1.0134,1
42.694,16.4648,49.6649,1.03491,1
52.921,37.9357,-59.4859,1.01848,1
49.2715,31.8061,91.877,1.01036,1
64.6638,14.0044,75.6208,1.0495,1
64.8906,12.09,5.17112,1.04845,1
54.9558,7.02441,215.759,1.07284,1
