x,y,z,W,spp
59.088,77.9516,183.944,1.01644,1
50.0238,56.8482,64.0937,0.995321,1
71.2384,62.8083,3.98485,1.03181,1
62.8785,76.2727,239.895,1.02154,1
66.7571,78.5788,203.593,1.02563,1
59.0979,82.1892,153.84,1.04635,1
58.5568,58.4713,159.888,0.988378,1
53.2558,52.2338,306.167,1.00131,1
63.2539,60.4859,-1.40532,1.00031,1
46.0317,60.7775,285.277,0.994326,1
57.1782,54.8467,188.758,0.994326,1
65.021,65.7599,137.67,1.01848,1
66.0469,75.9797,-51.9257,1.02461,1
48.8478,72.2038,151.293,1.01036,1
59.3627,78.6983,-109.465,1.02256,1
49.1546,79.6344,-33.1472,1.02769,1
59.78,79.5947,-5.43221,1.02871,1
70.446,69.173,46.1244,1.02666,1
76.7852,84.6302,362.148,1.0611,1
81.4285,88.3079,178.768,1.0611,1
81.3901,91.5163,-20.3576,1.06642,1
7.4814,4.65701,184.839,1.08688,1
18.1755,7.55076,143.638,1.06642,1
11.7604,7.07702,71.6971,1.07606,1
7.83445,11.7146,71.1849,1.0707,1
7.1973,17.5074,79.4065,1.06429,1
23.2037,95.4413,-109.854,1.0707,1
18.3076,79.2972,132.411,1.03698,1
27.6556,95.1363,27.7615,1.0611,1
15.7485,61.4166,-6.50576,1.04113,1
22.2843,74.5743,10.2811,1.03387,1
33.1824,80.3826,13.985,1.03491,1
73.0702,57.6102,172.494,1.02871,1
80.0879,57.799,-61.8439,1.04218,1
73.7448,48.8688,7.7305,1.00231,1
75.6227,50.7806,26.3927,1.01543,1
70.6719,34.3597,-85.6262,1.01137,1
73.4434,32.4624,0.90841,1.01746,1
71.4802,33.1696,3.68288,1.01543,1
67.0051,33.9096,-172.121,1.01036,1
63.0787,28.2347,-43.856,0.994326,1
75.9684,56.531,193.094,1.03905,1
88.3233,50.0191,292.839,1.0516,1
80.8559,51.5567,270.408,1.03594,1
83.8375,46.5129,215.519,1.04426,1
60.6755,40.6435,27.5226,1.00231,1
42.8746,9.42455,117.017,1.05898,1
47.0578,18.4925,91.9532,1.02666,1
38.9108,21.716,47.3519,1.03181,1
32.6117,27.1175,207.2,1.02974,1
24.013,16.9063,49.2511,1.04218,1
14.7759,7.96565,52.3501,1.07284,1
40.6854,14.3301,55.0411,1.03387,1
48.8433,20.4835,-129.338,1.01848,1
41.3072,15.1988,58.384,1.03077,1
45.5632,17.5911,176.633,1.02461,1
50.7546,24.3811,-72.2053,1.01239,1
47.5816,19.1127,101.147,1.02358,1
47.5446,26.6811,-12.9621,1.01441,1
43.129,34.8203,180.172,1.00935,1
45.0358,20.322,-80.4847,1.02461,1
44.0153,22.9917,314.593,1.02358,1
50.089,24.1145,-94.8604,1.01239,1
50.2831,18.7515,15.4389,1.02563,1
51.6343,19.5588,158.331,1.01848,1
48.7433,16.6025,196.246,1.03077,1
55.1104,28.682,171.797,0.99931,1
48.1498,22.4235,113.49,1.02358,1
51.4628,24.6308,105.554,1.01036,1
57.587,32.4994,86.6545,0.995321,1
47.9156,27.8833,100.55,1.01441,1
48.1048,31.2172,-32.7888,1.00633,1
52.9486,32.6528,12.8578,1.00432,1
46.27,13.9952,-55.8878,1.03698,1
56.802,22.7189,108.407,1.01036,1
53.2067,14.2642,154.188,1.04113,1
50.1662,33.6358,-107.077,0.99931,1
48.5864,26.8261,137.012,1.01239,1
44.348,25.8522,-61.0039,1.02769,1
54.3055,36.0577,55.2159,0.99931,1
71.9107,41.4328,252.548,1.01644,1
84.7161,19.0766,184.808,1.05898,1
64.997,5.63416,184.478,1.07284,1
