x,y,z,W,spp
80.6915,53.5026,-63.4989,1.02974,1
76.0442,59.8205,-233.643,1.01644,1
66.0546,49.3324,-77.6275,1.00131,1
71.1242,48.3972,176.925,0.998312,1
63.7926,42.0789,-150.021,0.99234,1
64.5117,42.746,-67.644,0.99234,1
85.5678,59.4987,-179.084,1.03801,1
86.4121,44.8023,-20.9628,1.04009,1
89.3993,54.5544,-151.854,1.03698,1
87.5781,51.5591,90.115,1.04009,1
85.6272,60.713,78.4265,1.03284,1
90.0665,52.906,113.009,1.04322,1
25.6263,53.8696,-58.5137,1.02256,1
0.797601,38.8704,42.0556,1.08797,1
54.9324,32.5705,-50.1849,0.998312,1
63.0794,30.7399,155.328,1.00332,1
64.1873,31.7415,-1.05743,1.01137,1
58.5516,49.9602,-83.3602,1.00332,1
54.4852,11.7755,97.6393,1.0474,1
54.7467,6.95622,-163.175,1.06004,1
61.7421,1.85463,-62.7156,1.07714,1
65.1311,4.63319,118.601,1.05898,1
73.9588,47.5483,152.247,1.00131,1
70.7925,44.8814,26.7915,0.994326,1
66.9288,49.2988,-119.725,1.00432,1
61.9745,57.0131,-41.6897,1.00131,1
71.1779,40.7795,-213.265,1.00532,1
89.3285,38.3516,151.667,1.04218,1
76.815,30.694,-17.1364,1.01848,1
98.3178,51.0425,-11.1763,1.07606,1
96.504,37.8371,-32.5806,1.06963,1
21.5982,35.4465,48.1402,1.02256,1
9.24447,38.627,110.634,1.04322,1
0.700197,46.9401,93.1097,1.08688,1
2.96232,20.4323,366.831,1.08471,1
21.4022,40.2664,-44.7679,1.01746,1
6.8483,49.6993,206.221,1.06963,1
16.726,47.2496,269.286,1.03387,1
17.23,53.4591,104.169,1.04426,1
13.5514,51.6714,229.483,1.04322,1
7.5293,34.2608,273.524,1.0611,1
71.5197,9.71913,-37.3171,1.0495,1
60.8123,3.9071,142.213,1.06963,1
74.9742,9.93702,-28.9083,1.03801,1
59.5096,53.782,60.6286,1.00432,1
23.7313,47.2926,181.081,1.02563,1
25.2397,37.1569,144.451,1.02769,1
18.417,14.9665,-163.72,1.06217,1
31.9727,14.8786,-24.4507,1.06217,1
23.9003,87.6664,-22.0742,1.05265,1
23.9406,97.6242,123.214,1.08362,1
44.9276,77.9948,97.624,1.03284,1
48.3838,73.5559,102.994,1.02052,1
10.9377,92.8405,-9.02166,1.07606,1
15.3618,71.3266,-13.0721,1.03801,1
11.0695,84.8491,87.1361,1.04426,1
26.7749,63.5018,-35.368,1.02769,1
21.6733,61.8299,74.2016,1.02769,1
23.3039,71.6471,188.515,1.02769,1
21.4186,78.2916,134.053,1.03801,1
45.6184,59.0107,138.322,1.01746,1
53.6164,59.5769,4.65661,1.00734,1
62.5497,54.9261,17.0669,1.00231,1
67.7719,86.5825,201.376,1.02358,1
90.2891,90.5775,-159.898,1.07822,1
99.3522,76.1539,30.7466,1.08471,1
91.0089,95.9145,-6.46952,1.08905,1
97.4296,89.0971,-38.2241,1.09342,1
68.0849,84.1096,46.9687,1.01441,1
75.2761,76.0874,221.527,1.01441,1
96.1016,53.679,217.535,1.05687,1
83.7437,52.1849,151.333,1.03387,1
74.4881,69.6367,-43.0427,1.02563,1
62.5555,93.2673,18.7927,1.03801,1
64.7878,84.7177,178.037,1.01848,1
18.1012,72.2886,-28.381,1.03698,1
18.2109,68.6477,26.563,1.02769,1
18.3881,86.7241,216.283,1.0516,1
29.8327,77.5361,226.646,1.03801,1
11.2779,68.6018,260.654,1.04635,1
11.2507,72.3864,412.006,1.05476,1
9.75559,81.6214,20.5579,1.0537,1
10.2246,78.4658,-54.8718,1.0537,1
70.4852,55.9069,-55.1521,1.00834,1
73.5228,42.3875,-40.8629,0.994326,1
69.6619,43.1042,71.3779,0.990357,1
73.4017,58.8411,203.172,1.00432,1
49.1116,71.2052,195.428,1.01746,1
51.1117,66.7417,148.106,1.01543,1
48.1214,57.2901,220.884,1.02256,1
